,Songs,Listeners,Playcount,Duration,Tags
14,Land of the Dead,40166,408059,770000,"[u'atmospheric black metal', u'epic black metal', u'black metal', u'Symphonic Black Metal', u'epic', u'atmospheric', u'Masterpiece', u'FUCKING AWESOME', u'epic metal', u'metal', u'Dreamy', u'Epic Atmospheric Black Metal', u'tolkien metal', u'symphonic metal', u'tolkien black metal', u'beautiful', u'Tolkien', u'legendary song', u'catchy', u'Austria', u'melodic black metal', u'Atmospheric metal', u'tolkien inspired music', u'Summoning', u'unmatched melodies', u'ambient', u'doom metal', u'melancholy', u'favourite tracks', u'epic atmosphoeric black metal', u'eldad666loved', u'words are useless', u'piano', u'Awesome', u'Melodic Death Metal', u'melancholic', u'austrian', u'Favourites', u'fantasy metal', u'Eargasm', u'Favourite Songs', u'over ten minutes', u'Epic Fantasy Metal', u'Songs over 10 minutes long', u'masterpieces', u'pure poetry', u'music to listen to by a forest river at night', u'totaly fucking awesome track', u'Ambiental Black Metal', u'this song makes me feel like im someplace far away']"
15,Old Mornings Dawn,22987,165849,569000,"[u'atmospheric black metal', u'pagan metal', u'pagan folk black metal', u'epic', u'epic black metal', u'black metal', u'metal', u'beautiful', u'youtube', u'vienna', u'Symphonic Black Metal', u'ballade', u'pagan folk metal', u'tolkien black metal', u'medieval black metal', u'my all time favorites', u'epic quest music', u'this song seriously blows my mind every time I hear it', u'goddamned masterpiece']"
16,White Tower,8057,54665,729000,"[u'black metal', u'Ukraine', u'pagan metal', u'nsbm', u'Folk Symphonic Black Metal', u'folk metal', u'mistagged']"
17,By Path of the Sun,3427,16003,546000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
18,Sky of Saddened Nights,3891,20934,291000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm', u'Folk Symphonic Black Metal']"
19,My Dream Islands,4455,24026,707000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
20,Valkyrie,4240,22309,648000,"[u'black metal', u'epic', u'folk metal', u'amazing', u'Ukraine', u'pagan metal', u'nsbm', u'so fucking epic', u'GREAT FUCKING SONG']"
21,Voice of Steel,5061,24830,594000,"[u'black metal', u'pagan metal', u'folk metal', u'Ukraine', u'nsbm', u'Folk Symphonic Black Metal']"
22,Kolyada,12582,70374,428000,"[u'black metal', u'pagan metal', u'folk metal', u'ukrainian metal', u'nsbm', u'Symphonic Black Metal', u'melodic black metal', u'pagan black metal', u'Folk Black Metal', u'metal', u'Awesome', u'brilliant', u'Ukraine', u'Folk Symphonic Black Metal', u'Folk Pagan Metal', u'fon', u'loveys doveys', u'Nokturnal Mortum', u'till the end of my life', u'ukrainian pagan metal', u'Ukraina BM']"
23,My Dream Islands,4455,24026,707000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
24,Black Raven,8282,41032,377000,"[u'black metal', u'pagan metal', u'Ukrainian', u'Ukrainian Black Metal', u'Folk Black Metal', u'dark', u'folk metal', u'Ukraine', u'bullshit', u'nsbm', u'ukranian', u'abschaum', u'moon time dystopia', u'nokturnal mortem', u'ukr black', u'eez']"
25,Hailed Be the Heroes,7766,39819,495000,"[u'black metal', u'nsbm', u'Folk Black Metal', u'folk metal', u'pagan metal', u'Symphonic Black Metal', u'Ukraine', u'Voll geil', u'national-socialist black metal', u'nacism']"
26,New Era of Swords,830,3018,475000,[]
27,Weltanschauung,9397,51002,509000,"[u'black metal', u'nsbm', u'folk metal', u'pagan metal', u'Symphonic Black Metal', u'ukranian', u'NS Black Metal', u'Nokturnal Mortum', u'Ukraine', u'true', u'pagan black metal', u'Folk Black Metal', u'gipsy black metal', u'moon time dystopia']"
28,Black Moon Overture,12885,62425,287000,"[u'black metal', u'instrumental', u'folk metal', u'epic', u'Symphonic Black Metal', u'metal', u'darkwave', u'intro', u'atmospheric', u'Pagan', u'dark folk', u'Ukraine', u'Ukrainian', u'symphonic', u'symphonic metal', u'nsbm', u'atmospheric black metal', u'pagan black metal', u'Folk Black Metal', u'grim melancholic black metal to ponder upon your life while sitting in a dark forest with a smoke', u'defiently not nsbm', u'Utter elf gayness']"
29,Perun's Celestial Silver,16122,92717,424000,"[u'black metal', u'pagan black metal', u'folk metal', u'pagan metal', u'Ukraine', u'Ukrainian', u'nsbm', u'brilliant', u'Symphonic Black Metal', u'Folk Black Metal', u'want', u'Makes', u'Playlist', u'white power', u'heavy metal', u'me', u'nice', u'do', u'kickass', u'The', u'Jig', u'woods', u'Ukrainian Black Metal', u'Folk Symphonic Black Metal', u'a', u'To', u'in', u'Nokturnal Mortum', u'ta', u'black/folk metal', u'wicked stuff', u'majico', u'pagan rituals sound fun']"
30,Into the Flames of Wooden Churches,1786,8144,124000,[u'black metal']
31,White Tower,8057,54665,729000,"[u'black metal', u'Ukraine', u'pagan metal', u'nsbm', u'Folk Symphonic Black Metal', u'folk metal', u'mistagged']"
32,Ukraine,8281,47171,485000,"[u'dat solo', u'black metal', u'Ukraine', u'i came', u'folk metal', u'pagan metal', u'nsbm', u'Folk Black Metal', u'songs Im glad i dont know the lyrics to']"
33,Valkyria,1512,5787,628000,[u'pagan black metal']
34,The Voice of Steel,1924,7487,598000,"[u'pagan black metal', u'voice of steel']"
35,Intro,5286,22494,186000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
36,The Knots Upon the Thread of Fate,5267,21456,639000,"[u'black metal', u'folk metal', u'pagan metal', u'folk', u'Ukraine', u'Symphonic Black Metal', u'nsbm', u'true', u'ukranian', u'NS Black Metal', u'national socialist black metal', u'Songs over 10 minutes long', u'Awesome album']"
37,Perun's Celestial Silver,16122,92717,424000,"[u'black metal', u'pagan black metal', u'folk metal', u'pagan metal', u'Ukraine', u'Ukrainian', u'nsbm', u'brilliant', u'Symphonic Black Metal', u'Folk Black Metal', u'want', u'Makes', u'Playlist', u'white power', u'heavy metal', u'me', u'nice', u'do', u'kickass', u'The', u'Jig', u'woods', u'Ukrainian Black Metal', u'Folk Symphonic Black Metal', u'a', u'To', u'in', u'Nokturnal Mortum', u'ta', u'black/folk metal', u'wicked stuff', u'majico', u'pagan rituals sound fun']"
38,Intro Kuyaviya,91,132,472000,[]
39,Goat Horns,13990,71399,545000,"[u'black metal', u'pagan metal', u'Symphonic Black Metal', u'melodic black metal', u'folk metal', u'nsbm', u'FUCKING AWESOME', u'atmospheric black metal', u'Ukrainian Black Metal', u'Folk Black Metal', u'metal', u'folk', u'favorites', u'epic', u'viking metal', u'dark ambient', u'Ukraine', u'aggro', u'gloom', u'depressive black metal', u'pagan black metal', u'epic black metal', u'Nokturnal Mortum', u'brown music for pink people', u'freeq', u'wench', u'Ancestral Black Metal', u'goat hornsqqq']"
40,Free Hendrik,130,177,534000,[]
41,Bestial Summoning,6922,27323,359000,"[u'black metal', u'folk metal', u'Symphonic Black Metal', u'Ukraine', u'pagan metal', u'Ukrainian', u'nsbm', u'Folk Symphonic Black Metal']"
42,As the Steel Eagle Into Golden Svarga,1441,6622,891000,[u'black metal']
43,Kuyaviya,12779,62424,422000,"[u'black metal', u'Symphonic Black Metal', u'nsbm', u'folk metal', u'pagan black metal', u'pagan metal', u'favorites', u'epic', u'Ukraine', u'atmospheric black metal', u'epic black metal', u'Folk Black Metal', u'sympho black', u'Nokturnal Mortum']"
44,Intro,5286,22494,186000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
45,Goat Horns,13990,71399,545000,"[u'black metal', u'pagan metal', u'Symphonic Black Metal', u'melodic black metal', u'folk metal', u'nsbm', u'FUCKING AWESOME', u'atmospheric black metal', u'Ukrainian Black Metal', u'Folk Black Metal', u'metal', u'folk', u'favorites', u'epic', u'viking metal', u'dark ambient', u'Ukraine', u'aggro', u'gloom', u'depressive black metal', u'pagan black metal', u'epic black metal', u'Nokturnal Mortum', u'brown music for pink people', u'freeq', u'wench', u'Ancestral Black Metal', u'goat hornsqqq']"
46,White Tower,8057,54665,729000,"[u'black metal', u'Ukraine', u'pagan metal', u'nsbm', u'Folk Symphonic Black Metal', u'folk metal', u'mistagged']"
47,By Path of the Sun,3427,16003,546000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
48,Sky of Saddened Nights,3891,20934,291000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm', u'Folk Symphonic Black Metal']"
49,My Dream Islands,4455,24026,707000,"[u'black metal', u'folk metal', u'Ukraine', u'pagan metal', u'nsbm']"
50,Valkyrie,4240,22309,648000,"[u'black metal', u'epic', u'folk metal', u'amazing', u'Ukraine', u'pagan metal', u'nsbm', u'so fucking epic', u'GREAT FUCKING SONG']"
51,Voice of Steel,5061,24830,594000,"[u'black metal', u'pagan metal', u'folk metal', u'Ukraine', u'nsbm', u'Folk Symphonic Black Metal']"
52,When Darkness Cover My Soul,4370,16969,1199000,"[u'Depressive Suicidal Black Metal', u'The Most Depressive', u'black metal', u'suicide', u'DSBM', u'french black metal']"
53,Universe in Mirror,1743,4977,478000,[u'depressive black metal']
54,Helion,2065,8653,472000,"[u'atmospheric', u'black metal', u'ethereal', u'DSBM']"
55,Spleen Black Metal,1766,7455,358000,[]
56,Remords Posthume,1526,5789,561000,[]
57,Un immense désespoir,1646,5762,439000,[]
58,Méditation Grisâtre,1778,6547,455000,[]
59,Acédie,1895,6572,458000,[]
60,L'Isolement,2604,9862,347000,[]
61,Elégie,2508,8165,168000,[]
62,Waste Of Life,506,1176,701000,[]
63,When Darkness Cover My Soul,4370,16969,1199000,"[u'Depressive Suicidal Black Metal', u'The Most Depressive', u'black metal', u'suicide', u'DSBM', u'french black metal']"
64,Méditation Grisâtre,1778,6547,455000,[]
65,Remords Posthume,1526,5789,561000,[]
66,Un immense désespoir,1646,5762,439000,[]
67,Acédie,1895,6572,458000,[]
68,Spleen Black Metal,1766,7455,358000,[]
69,L'Isolement,2604,9862,347000,[]
70,Elégie,2508,8165,168000,[]
71,Total Self-Hatred,11311,77740,440000,"[u'depressive black metal', u'atmospheric black metal', u'black metal', u'songs to play after you sit for an hour waiting for a bus', u'melancholic', u'brilliant', u'6 of 10 stars', u'finland', u'depressive']"
72,Carving,9356,59386,467000,"[u'depressive black metal', u'black metal', u'finnish', u'finland', u'songs to play after you sit for an hour waiting for a bus']"
73,Mighty Black Dimensions,10438,69662,447000,"[u'atmospheric black metal', u'depressive black metal', u'black metal', u'metal', u'finnish', u'atmospheric', u'melancholic', u'6 of 10 stars', u'finland', u'Incredible', u'melancholic black metal', u'songs to play after you sit for an hour waiting for a bus']"
74,Spirituelles Equilibrium,9938,67073,278000,"[u'depressive black metal', u'finnish', u'finland', u'atmospheric black metal', u'black metal', u'melancholic', u'depressive']"
75,Sledge-Hammered Heart,11055,79777,395000,"[u'depressive black metal', u'beautiful', u'finnish', u'melancholic', u'finland', u'perfect', u'depressive', u'songs to play after you sit for an hour waiting for a bus']"
76,Ruoska,12138,85421,363000,"[u'depressive black metal', u'doom metal', u'finnish', u'black metal', u'finland', u'melancholic black metal', u'rq loves this track', u'songs to play after you sit for an hour waiting for a bus']"
77,Enlightment,17623,139589,341000,"[u'depressive black metal', u'atmospheric black metal', u'black metal', u'finnish', u'melancholic', u'Masterpiece', u'DSBM', u'metal', u'favorites', u'Love', u'piano', u'beautiful', u'death', u'new', u'brilliant', u'Love it', u'ambient black metal', u'suicidal', u'finland', u'xx', u'Suicidal Black Metal', u'depressive', u'Dark metal', u'Depressive Suicidal Black Metal', u'Post-Black Metal', u'Everything i need', u'lacrimaindarkness', u'lacrima in darkness', u'All-Time Faves', u'cut yourself', u'lml', u'my all time favorites', u'Home collection', u'rq loves this track', u'songs to play after you sit for an hour waiting for a bus', u'Pasiklausikis', u'PorEscuchar', u'Fucking outstanding', u'Lacrima', u'sleep void']"
78,Cold Room Starstained,4176,20338,593000,"[u'Suicidal Black Metal', u'depressive black metal', u'heartpiercing screams and bonecrushing growls']"
79,Dripping Melancholy,4410,21684,319000,"[u'depressive black metal', u'black metal', u'doom metal', u'finnish', u'melancholic black metal', u'Post-Black Metal']"
80,Anything,4819,24195,463000,"[u'guitar', u'songs to play after you sit for an hour waiting for a bus']"
81,Ascension,4717,21744,403000,"[u'doom metal', u'depressive black metal', u'songs to play after you sit for an hour waiting for a bus']"
82,Teardrop Into Eternity,4650,24395,241000,[]
83,At War With Myself,5257,24551,402000,"[u'depressive black metal', u'black metal', u'Suicidal Black Metal', u'metal', u'DSBM', u'suicidal depressive black metal', u'depressive metal', u'songs to play after you sit for an hour waiting for a bus']"
84,Apocalypse,5570,25028,274000,"[u'depressive black metal', u'black metal', u'doom metal', u'Melodic Death Metal', u'finnish', u'songs to play after you sit for an hour waiting for a bus']"
85,Apocalypse,5570,25028,274000,"[u'depressive black metal', u'black metal', u'doom metal', u'Melodic Death Metal', u'finnish', u'songs to play after you sit for an hour waiting for a bus']"
86,At War With Myself,5257,24551,402000,"[u'depressive black metal', u'black metal', u'Suicidal Black Metal', u'metal', u'DSBM', u'suicidal depressive black metal', u'depressive metal', u'songs to play after you sit for an hour waiting for a bus']"
87,Anything,4819,24195,463000,"[u'guitar', u'songs to play after you sit for an hour waiting for a bus']"
88,Carving,9356,59386,467000,"[u'depressive black metal', u'black metal', u'finnish', u'finland', u'songs to play after you sit for an hour waiting for a bus']"
89,Spirituelles Equilibrium,9938,67073,278000,"[u'depressive black metal', u'finnish', u'finland', u'atmospheric black metal', u'black metal', u'melancholic', u'depressive']"
90,Mighty Black Dimensions,10438,69662,447000,"[u'atmospheric black metal', u'depressive black metal', u'black metal', u'metal', u'finnish', u'atmospheric', u'melancholic', u'6 of 10 stars', u'finland', u'Incredible', u'melancholic black metal', u'songs to play after you sit for an hour waiting for a bus']"
91,Sledge-Hammered Heart,11055,79777,395000,"[u'depressive black metal', u'beautiful', u'finnish', u'melancholic', u'finland', u'perfect', u'depressive', u'songs to play after you sit for an hour waiting for a bus']"
92,Ruoska,12138,85421,363000,"[u'depressive black metal', u'doom metal', u'finnish', u'black metal', u'finland', u'melancholic black metal', u'rq loves this track', u'songs to play after you sit for an hour waiting for a bus']"
93,Total Self-Hatred,11311,77740,440000,"[u'depressive black metal', u'atmospheric black metal', u'black metal', u'songs to play after you sit for an hour waiting for a bus', u'melancholic', u'brilliant', u'6 of 10 stars', u'finland', u'depressive']"
94,Enlightment,17623,139589,341000,"[u'depressive black metal', u'atmospheric black metal', u'black metal', u'finnish', u'melancholic', u'Masterpiece', u'DSBM', u'metal', u'favorites', u'Love', u'piano', u'beautiful', u'death', u'new', u'brilliant', u'Love it', u'ambient black metal', u'suicidal', u'finland', u'xx', u'Suicidal Black Metal', u'depressive', u'Dark metal', u'Depressive Suicidal Black Metal', u'Post-Black Metal', u'Everything i need', u'lacrimaindarkness', u'lacrima in darkness', u'All-Time Faves', u'cut yourself', u'lml', u'my all time favorites', u'Home collection', u'rq loves this track', u'songs to play after you sit for an hour waiting for a bus', u'Pasiklausikis', u'PorEscuchar', u'Fucking outstanding', u'Lacrima', u'sleep void']"
95,deMote,58,94,223000,[]
96,Betroven,57,93,357000,[]
97,advenire,72,117,278000,[]
98,Totonality,54,88,1054000,[]
99,sunshone,90,145,983000,[]
100,Wadan,95,143,346000,[]
101,roseate,116,181,422000,[]
102,Polyhymnia,147,248,357000,[]
103,Coma,7283,28649,1080000,"[u'depressive black metal', u'instrumental', u'Sludge', u'Sleep', u'dark ambient']"
104,Withering Illusions and Desolation,8099,34985,651000,"[u'depressive black metal', u'black metal', u'metal', u'atmospheric black metal', u'Suicidal Black Metal', u'Depressive Suicidal Black Metal']"
105,The Dawn Remains Silent,9068,39832,522000,"[u'depressive black metal', u'black metal', u'Depressive Suicidal Black Metal', u'atmospheric black metal', u'The Most Depressive', u'the light never arrives']"
106,...Memories,9353,46565,579000,"[u'depressive black metal', u'black metal', u'Funeral black metal', u'Depressive Suicidal Black Metal']"
107,Unending Night,10734,48999,524000,"[u'depressive black metal', u'Suicidal Black Metal', u'Depressive Suicidal Black Metal', u'black metal', u'brilliant', u'DSBM', u'Broken Hearts Club']"
108,advenire,72,117,278000,[]
109,Wadan,95,143,346000,[]
110,sunshone,90,145,983000,[]
111,roseate,116,181,422000,[]
112,Polyhymnia,147,248,357000,[]
113,Coma,7283,28649,1080000,"[u'depressive black metal', u'instrumental', u'Sludge', u'Sleep', u'dark ambient']"
114,Withering Illusions and Desolation,8099,34985,651000,"[u'depressive black metal', u'black metal', u'metal', u'atmospheric black metal', u'Suicidal Black Metal', u'Depressive Suicidal Black Metal']"
115,The Dawn Remains Silent,9068,39832,522000,"[u'depressive black metal', u'black metal', u'Depressive Suicidal Black Metal', u'atmospheric black metal', u'The Most Depressive', u'the light never arrives']"
116,Unending Night,10734,48999,524000,"[u'depressive black metal', u'Suicidal Black Metal', u'Depressive Suicidal Black Metal', u'black metal', u'brilliant', u'DSBM', u'Broken Hearts Club']"
117,...Memories,9353,46565,579000,"[u'depressive black metal', u'black metal', u'Funeral black metal', u'Depressive Suicidal Black Metal']"
118,Le Mâne,1056,3841,447000,"[u'black metal', u'french', u'atmospheric black metal']"
119,Die Herrschaft Des Eises / Leichenschmaus‚Ä¶,189,492,241000,[]
120,Désolation,1222,5642,456000,"[u'depressive black metal', u'black metal']"
121,Naissance,1342,8387,306000,"[u'black metal', u'depressive black metal']"
122,Night Pulls All Perception,1596,7880,523000,"[u'depressive black metal', u'black metal', u'DSBM']"
123,Posthumous Remorse,1546,8419,554000,"[u'depressive black metal', u'black metal']"
124,Le Mâne,1056,3841,447000,"[u'black metal', u'french', u'atmospheric black metal']"
125,Die Herrschaft Des Eises / Leichenschmaus‚Ä¶,189,492,241000,[]
126,Désolation,1222,5642,456000,"[u'depressive black metal', u'black metal']"
127,Naissance,1342,8387,306000,"[u'black metal', u'depressive black metal']"
128,Posthumous Remorse,1546,8419,554000,"[u'depressive black metal', u'black metal']"
129,Night Pulls All Perception,1596,7880,523000,"[u'depressive black metal', u'black metal', u'DSBM']"
130,Cross The Line,39,52,251000,[]
131,Clear Blue Sky,45,56,171000,[]
132,All In Your Mind,47,65,230000,[]
133,It's Alright,50,68,207000,[]
134,Piece Of You,86,137,193000,[]
135,Wandlung,1879,6806,507000,[u'black metal']
136,Verhinderer,1767,5794,303000,[]
137,Herzenswunsch,2045,7398,606000,"[u'black metal', u'ambient black metal', u'space black metal', u'depressive black metal', u'transcendence']"
138,Zweifel,1952,6560,498000,"[u'dark ambient', u'ambient black metal', u'ambient', u'sound landscape']"
139,Wagemut,2450,10152,918000,"[u'dark ambient', u'ambient black metal', u'ambient', u'sound landscape', u'black metal']"
140,Bewusstsein,2342,7672,766000,"[u'dark ambient', u'sound landscape', u'ambient']"
141,Mundane Dreams about Flash Floods,2031,6243,288000,"[u'noise', u'black metal']"
142,Clouded Eyes and Candlelights,2054,7416,122000,[]
143,No More Bonfires,2132,7794,121000,[]
144,Ghost Stories,2551,9861,120000,"[u'black metal', u'experimental']"
145,"Regrettably, Our Harvest Never Grew",1837,5583,226000,[u'black metal']
146,Vábení pokojné tmy,2978,13268,1244000,"[u'depressive black metal', u'black metal', u'atmospheric black metal', u'Suicidal Black Metal', u'favorites', u'melancholic', u'slowcore', u'autumn songs', u'Post-Black Metal', u'melancholia', u'songs to play after you sit for an hour waiting for a bus', u'music to crawl into a forest and die there to']"
147,Piece Of You,86,137,193000,[]
148,Verhinderer,1767,5794,303000,[]
149,Zweifel,1952,6560,498000,"[u'dark ambient', u'ambient black metal', u'ambient', u'sound landscape']"
150,Sebevrazedni Andele II,728,1971,1204000,"[u'depressive black metal', u'black metal']"
151,Herzenswunsch,2045,7398,606000,"[u'black metal', u'ambient black metal', u'space black metal', u'depressive black metal', u'transcendence']"
152,Bewusstsein,2342,7672,766000,"[u'dark ambient', u'sound landscape', u'ambient']"
153,Wandlung,1879,6806,507000,[u'black metal']
154,Wagemut,2450,10152,918000,"[u'dark ambient', u'ambient black metal', u'ambient', u'sound landscape', u'black metal']"
155,Ventos Da Transcendência,25,50,0,[]
156,Mentira de Viver,23,46,0,[]
157,Embrace Of Autumn,74,147,345000,[]
158,Broken,32,115,0,[]
159,Interlude (You Are My Moonlight),23,79,0,[]
160,Take Me Away,30,79,0,[]
161,Sweet Decadence,20,54,0,[]
162,Falling (Over Me) Skies,20,57,0,[]
163,Sweet Decadence,20,54,0,[]
164,Interlude (You Are My Moonlight),23,79,0,[]
165,Interlude (You Are My Moonlight),23,79,0,[]
166,Aura,54,117,261000,[]
167,Lembranças Cinzentas,24,50,0,[]
168,Cores Do Outono,17,43,0,[]
169,... Sonhos de Uma Vida Vazia,1,2,0,"[u'depressive black metal', u'Post-Black Metal']"
170,Ruines humaines,19531,158490,389000,"[u'black metal', u'french', u'shoegaze', u'Suicidal Black Metal', u'metalgaze', u'blackened shoegaze', u'post-punk', u'depressive black metal', u'Post-Black Metal', u'post black metal', u'melancholic', u'Amesoeurs', u'favorites', u'excellent', u'1', u'brilliant', u'2006', u'DSBM', u'depressive', u'Romantic Black Metal', u'blackgaze', u'french black metal', u'Black Metal from France', u'post-gaze', u'blackened post-punk', u'split-up', u'intense vocals', u'Buffet glacial', u'blackened dreampop']"
171,Bonheur amputé,19958,196683,273000,"[u'black metal', u'post-punk', u'depressive black metal', u'Post-Black Metal', u'post-rock', u'french', u'shoegaze', u'post black metal', u'blackened shoegaze', u'blackened post-punk', u'melancholic', u'Suicidal Black Metal', u'depressive', u'music to listen to by a forest river at night', u'blackened dreampop', u'classic', u'favorites', u'psychedelic', u'excellent', u'Heartbreaking', u'france', u'2006', u'Masterpiece', u'2000s', u'<3', u'Incredible', u'depressive rock', u'Depressive Suicidal Black Metal', u'Romantic Black Metal', u'great title', u'blackgaze', u'french black metal', u'metalgaze', u'Blackwave', u'insane vocals', u'Amesoeurs']"
172,Faiblesse des sens,21904,249760,302000,"[u'black metal', u'post-rock', u'shoegaze', u'post-punk', u'depressive black metal', u'blackgaze', u'melancholic', u'rock', u'beautiful', u'post black metal', u'Romantic Black Metal', u'french black metal', u'Masterpiece', u'depressive', u'blackened post-punk', u'french', u'classic', u'ambient', u'romantic', u'atmospheric', u'unique', u'amazing', u'ethereal', u'post rock', u'female vocals', u'dark ambient', u'Heartbreaking', u'france', u'play this at my funeral', u'insomnia', u'Post-Black', u'depressive rock', u'DSBM', u'deceptive', u'Post-Black Metal', u'pop heaven', u'metalgaze', u'Blackwave', u'blackened shoegaze', u'favourite tracks of zimziki', u'music to listen to by a forest river at night', u'sacred songs', u'non-antidepressiva', u'suicidal shoegaze', u'Amesoeurs', u'black metal post punk', u'Dale replay', u'emotional scream', u'#Post-Rock # Shoegaze']"
173,Ciel errant,65815,516483,433000,"[u'shoegaze', u'atmospheric', u'atmospheric black metal', u'post-rock', u'black metal', u'french', u'Post-Metal', u'melancholic', u'rock', u'beautiful', u'dream pop', u'post rock', u'ambient', u'france', u'Post-Black Metal', u'french metal', u'not black metal', u'blackgaze', u'metalgaze', u'black shoegaze', u'prozac songs', u'metal', u'alternative rock', u'ethereal', u'00s', u'shoegazer', u'francais', u'love at first listen', u'Post-Black', u'personal favourites', u'6 of 10 stars', u'tender', u'unreal', u'favourite tracks', u'genial', u'french black metal', u'ethereal metal', u'Loved Songs', u'blackened shoegaze', u'Unimaginable Brilliance', u'dream metal', u'melancholic dark metal', u'black metal shoegaze', u'the best song i ever heard']"
