,Songs,Listeners,Playcount,Duration,Tags
10,I'm Not Done,227834,1522697,260000,"[u'electronic', u'female vocalists', u'swedish', u'ambient', u'fever ray', u'alternative', u'electronica', u'dark electro', u'Sweden', u'2009', u'electro', u'00s', u'chillout', u'dark', u'atmospheric', u'haunting', u'experimental', u'hypnotic', u'ambient pop', u'melancholy', u'female vocalist', u'post-revolutionary pop song', u'LOVE LOVE LOVE', u'-electronic-', u'vugube62', u'trip-hop', u'electropop', u'chill', u'beautiful', u'weird', u'synthpop', u'tribal', u'female vocals', u'best of 2009', u'Europe', u'4 Stars', u'title is a full sentence', u'european', u'Cocktails at Sunset', u'art pop', u'lap dance', u'songs i never get sick of', u'Avantgarde Pop', u'my gang 09', u'looking at the sky with the third eye', u'radio peaches', u'globalmusic', u'miianens playlist', u'indie', u'pop']"
11,When I Grow Up - D.Lissvik,12374,34826,268000,[]
12,Concrete Walls,243009,1549401,340000,"[u'electronic', u'ambient', u'female vocalists', u'swedish', u'alternative', u'dark', u'experimental', u'electronica', u'trip-hop', u'dark electro', u'psychedelic', u'deep', u'creepy', u'fever ray', u'2009', u'beautiful', u'atmospheric', u'chill', u'downtempo', u'electro', u'00s', u'great vocal', u'emotional instability', u'indie', u'haunting', u'avantgarde', u'relax', u'the knife', u'Karin Dreijer', u'scandinavian music', u'slow waves', u'vugube62', u'chillout', u'strange', u'scandinavian', u'trip hop', u'darkwave', u'female vocalist', u'dark ambient', u'love at first listen', u'10 of 10 stars', u'different', u'synth rock arranging', u'discover', u'Avantgarde Pop', u'electro with soul', u'dark tunes', u'looking at the sky with the third eye', u'wow effect', u'have seen - have admired']"
13,Triangle Walks,264326,1838653,263000,"[u'electronic', u'synthpop', u'female vocalists', u'swedish', u'downtempo', u'electronica', u'ambient', u'2009', u'alternative', u'chillout', u'fever ray', u'indie', u'scandinavian', u'electropop', u'art pop', u'experimental', u'00s', u'electric barbarella', u'trip-hop', u'electro', u'NewZenithSpectrum', u'electro-pop', u'10 of 10 stars', u'the knife', u'dance', u'dark', u'ambient pop', u'Dreamy', u'atmospheric', u'female vocalist', u'Donkey Konged', u'vugube62', u'female', u'chill', u'sexy', u'Love', u'synth pop', u'indietronica', u'Experimental pop', u'beautiful', u'Awesome', u'idm', u'psychedelic', u'night', u'late night', u'Avant-Garde', u'ethereal', u'hypnotic', u'darkwave', u'best of 2009']"
14,Dry and Dusty,279067,1908827,225000,"[u'electronic', u'ambient', u'female vocalists', u'swedish', u'chillout', u'alternative', u'2009', u'beautiful', u'fever ray', u'experimental', u'scandinavian', u'Dream', u'electronica', u'indie', u'atmospheric', u'see you in tea', u'electro', u'dark', u'melancholy', u'melancholic', u'sureal', u'idm', u'psychedelic', u'Dreamy', u'spooky', u'female vocalist', u'00s', u'sensual', u'FUCKING AWESOME', u'creepy', u'vugube62', u'trip-hop', u'ambient pop', u'deep', u'ethereal', u'female vocals', u'relax', u'repetitive melodic phrasing', u'oh', u'to buy', u'lysergic acid diethylamide', u'Avantgarde Pop', u'my gang 09', u'now II', u'lizvelrene2009', u'capsules of energy', u'electropop', u'pop', u'chill', u'Electroclash']"
15,Seven,275553,1943525,310000,"[u'electronic', u'female vocalists', u'swedish', u'ambient', u'alternative', u'fever ray', u'electronica', u'electropop', u'experimental', u'electro', u'dark', u'trip-hop', u'2009', u'scandinavian', u'beautiful', u'indie', u'chillout', u'synthpop', u'female vocals', u'super', u'chill', u'Love', u'world', u'atmospheric', u'Mellow', u'underground', u'goddess', u'Karin Dreijer', u'Listen loud', u'vugube62', u'ainst', u'pop', u'post-rock', u'favorites', u'synth pop', u'psychedelic', u'3', u'genius', u'ethereal', u'World Music', u'cool', u'modern rock', u'numbers', u'00s', u'FM4', u'inspiring', u'electro-pop', u'10 of 10 stars', u'the knife', u'Fever']"
16,When I Grow Up,355185,2718972,271000,"[u'electronic', u'female vocalists', u'ambient', u'atmospheric', u'swedish', u'scandinavian', u'electronica', u'chillout', u'experimental', u'synthpop', u'ethereal', u'indie', u'fever ray', u'2009', u'tribal', u'beautiful', u'indietronica', u'electropop', u'chill', u'alternative', u'downtempo', u'dream pop', u'00s', u'creepy', u'genius', u'female vocalist', u'electro', u'spooky', u'love at first listen', u'Karin Dreijer', u'electric barbarella', u'tribal synthpop', u'Love', u'darker than the deepest sea', u'trip-hop', u'dark', u'Experimental pop', u'weird', u'lounge', u'best of 2009', u'perfect to listen to while leaving the planet', u'Sweden', u'my neighbours will love this', u'electro-pop', u'high', u'art pop', u'Avantgarde Pop', u'trippy insanity', u'my gang rotw', u'perfect beauty']"
17,Keep the Streets Empty for Me,324542,2410427,336000,"[u'ambient', u'electronic', u'female vocalists', u'chillout', u'lounge', u'swedish', u'downtempo', u'electronica', u'fever ray', u'atmospheric', u'dark', u'dream pop', u'alternative', u'trip-hop', u'Love', u'Dreamy', u'2009', u'slow', u'moody', u'chill', u'experimental', u'psychedelic', u'haunting', u'Mellow', u'melancholy', u'ethereal', u'dark ambient', u'indie', u'beautiful', u'darkwave', u'female vocalist', u'00s', u'love at first listen', u'Karin Dreijer', u'electro', u'ambient pop', u'melancholic', u'scandinavian', u'spiritual', u'relaxing', u'relax', u'music to fall asleep to', u'-electronic-', u'electropop', u'world', u'Gothic', u'3', u'poetry', u'dark electro', u'hypnotic']"
18,If I Had a Heart,399612,3091610,245000,"[u'electronic', u'ambient', u'female vocalists', u'dark', u'swedish', u'female vocalist', u'Sweden', u'experimental', u'dark ambient', u'electronica', u'atmospheric', u'drone', u'the knife', u'chillout', u'alternative', u'electro', u'00s', u'Breaking Bad', u'indietronica', u'fever ray', u'vikings', u'scandinavian', u'haunting', u'creepy', u'downtempo', u'Mellow', u'synthpop', u'amazing', u'tribal', u'spiritual', u'cimmerian vibe', u'indie', u'scary', u'melancholy', u'ethereal', u'darkwave', u'female vocals', u'electro-pop', u'Karin Dreijer', u'gilbert', u'Soundtrack', u'chill', u'2009', u'2008', u'beautiful', u'psychedelic', u'spooky', u'dark electro', u'intense', u'art pop']"
19,Seven,275553,1943525,310000,"[u'electronic', u'female vocalists', u'swedish', u'ambient', u'alternative', u'fever ray', u'electronica', u'electropop', u'experimental', u'electro', u'dark', u'trip-hop', u'2009', u'scandinavian', u'beautiful', u'indie', u'chillout', u'synthpop', u'female vocals', u'super', u'chill', u'Love', u'world', u'atmospheric', u'Mellow', u'underground', u'goddess', u'Karin Dreijer', u'Listen loud', u'vugube62', u'ainst', u'pop', u'post-rock', u'favorites', u'synth pop', u'psychedelic', u'3', u'genius', u'ethereal', u'World Music', u'cool', u'modern rock', u'numbers', u'00s', u'FM4', u'inspiring', u'electro-pop', u'10 of 10 stars', u'the knife', u'Fever']"
20,When I Grow Up,355185,2718972,271000,"[u'electronic', u'female vocalists', u'ambient', u'atmospheric', u'swedish', u'scandinavian', u'electronica', u'chillout', u'experimental', u'synthpop', u'ethereal', u'indie', u'fever ray', u'2009', u'tribal', u'beautiful', u'indietronica', u'electropop', u'chill', u'alternative', u'downtempo', u'dream pop', u'00s', u'creepy', u'genius', u'female vocalist', u'electro', u'spooky', u'love at first listen', u'Karin Dreijer', u'electric barbarella', u'tribal synthpop', u'Love', u'darker than the deepest sea', u'trip-hop', u'dark', u'Experimental pop', u'weird', u'lounge', u'best of 2009', u'perfect to listen to while leaving the planet', u'Sweden', u'my neighbours will love this', u'electro-pop', u'high', u'art pop', u'Avantgarde Pop', u'trippy insanity', u'my gang rotw', u'perfect beauty']"
21,Keep the Streets Empty for Me,324542,2410427,336000,"[u'ambient', u'electronic', u'female vocalists', u'chillout', u'lounge', u'swedish', u'downtempo', u'electronica', u'fever ray', u'atmospheric', u'dark', u'dream pop', u'alternative', u'trip-hop', u'Love', u'Dreamy', u'2009', u'slow', u'moody', u'chill', u'experimental', u'psychedelic', u'haunting', u'Mellow', u'melancholy', u'ethereal', u'dark ambient', u'indie', u'beautiful', u'darkwave', u'female vocalist', u'00s', u'love at first listen', u'Karin Dreijer', u'electro', u'ambient pop', u'melancholic', u'scandinavian', u'spiritual', u'relaxing', u'relax', u'music to fall asleep to', u'-electronic-', u'electropop', u'world', u'Gothic', u'3', u'poetry', u'dark electro', u'hypnotic']"
22,If I Had a Heart,399612,3091610,245000,"[u'electronic', u'ambient', u'female vocalists', u'dark', u'swedish', u'female vocalist', u'Sweden', u'experimental', u'dark ambient', u'electronica', u'atmospheric', u'drone', u'the knife', u'chillout', u'alternative', u'electro', u'00s', u'Breaking Bad', u'indietronica', u'fever ray', u'vikings', u'scandinavian', u'haunting', u'creepy', u'downtempo', u'Mellow', u'synthpop', u'amazing', u'tribal', u'spiritual', u'cimmerian vibe', u'indie', u'scary', u'melancholy', u'ethereal', u'darkwave', u'female vocals', u'electro-pop', u'Karin Dreijer', u'gilbert', u'Soundtrack', u'chill', u'2009', u'2008', u'beautiful', u'psychedelic', u'spooky', u'dark electro', u'intense', u'art pop']"
23,Vomitspit,89313,408534,168000,"[u'Hip-Hop', u'hip hop', u'underground hip hop', u'rap', u'mf doom', u'DEEBOMAC', u'underground hip-hop', u'underground', u'alternative hip hop', u'no radiohead radio', u'you should quit smoking', u'new york', u'underground rap', u'2004', u'Indie Hip Hop', u'warm', u'Stones throw', u'hmmm', u'nerd rap', u'rhymesayers', u'headphones', u'mf doom is rapping', u'stream', u'good hiphop', u'deepsoul', u'Burn One', u'gris gris', u'getthatgroove', u'go vegan', u'uffes fede hip hop hygge', u'timber', u'my type of songs', u'mf doom vomitspit', u'super-mother-fucking-villain', u'ill rhymes', u'madscience', u'sweetloop', u'illest mc ever', u'Like for a dutch', u'maybe some day', u'LuciPro rap', u'vomitspit', u'Crici', u'Vomitspit Doom', u'kss1984 - great', u'deebomac-05', u'i hear this in my sleep sometimes']"
24,Quality Control,137459,529061,288000,"[u'Hip-Hop', u'hip hop', u'rap', u'underground hip-hop', u'turntablism', u'west coast', u'jurassic 5', u'funky', u'party', u'old school', u'positive vibrations', u'Quality Control', u'indie', u'chill', u'happy', u'underground rap', u'East Coast', u'heard on Pandora', u'Favorite', u'Rap  Hip-Hop', u'funky hip hop', u'essential hip hop', u'hiphopapocrypha', u'unlabel dj', u'test', u'chillout', u'pop', u'rock', u'alternative', u'favorite songs', u'ambient', u'albums I own', u'dance', u'favorites', u'calm', u'urban', u'groove', u'Dreamy', u'american', u'old skool', u'hiphop', u'Mellow', u'unique', u'original', u'beats', u'ethereal', u'chilled', u'California', u'favourite', u'relaxing']"
25,Where I'm From,64056,233640,275000,"[u'Hip-Hop', u'Jazz Hop', u'hip hop', u'1993', u'90s', u'jazz', u'funk', u'pj feelgood', u'rap', u'ElectglitchdubhoP', u'soul', u'hiphop', u'groovy', u'Real hip-hop', u'chill', u'USA', u'jazz fusion', u'american', u'funky', u'smooth', u'old school', u'jazzy', u'underground hip hop', u'jazzhop', u'trip-hop', u'alternative', u'new york', u'female vocalists', u'underground rap', u'Smooth Soul', u'urban', u'acid jazz', u'underground hip-hop', u'groove', u'laidback', u'Brooklyn', u'Mellow', u'NYC', u'beats', u'funky jazz', u'rnb', u'intelligent', u'earthy', u'cool', u'heard on Pandora', u'place', u'Favorite', u'songs i love', u'i am a party girl here is my soundtrack', u'Klassik']"
26,Snoopies,8667,17766,255000,[u'David Byrne']
27,Me Or The Papes,51479,147746,266000,"[u'hip hop', u'Hip-Hop', u'rap', u'Jeru The Damaja', u'dj premier', u'underground hip-hop', u'underground hip hop', u'new york', u'hip hop 90s', u'chill', u'favorites', u'lounge', u'jazzy', u'True Hip Hop', u'Jazz Hop', u'chill hop', u'Great rap', u'DJ Premier Productions', u'hip hop funky', u'piano', u'funky', u'hiphop', u'beats', u'old school', u'dnb', u'East Coast', u'fip', u'buy', u'east coast rap', u'1996', u'heidelberg', u'breezy', u'talk radio', u'bassy', u'New York Rap', u'Godlike', u'stream', u'Conscious Rap', u'big', u'merken', u'Classic Hip Hop', u'kicking', u'gang starr foundation', u'bronx', u'payday', u'jazzy hip hop', u'must own', u'STRICTLY FOR THE UNDERGOUND', u'cool grooves', u'trueschool']"
28,I Am Somebody,53355,181889,245000,"[u'hip hop', u'Hip-Hop', u'rap', u'underground hip-hop', u'Hip HopRap', u'indie', u'favorite songs', u'breaks', u'hiphop', u'party', u'beats', u'old school', u'underground', u'2002', u'clementine', u'interscope', u'jurassic 5', u'damn', u'j5', u'cut chemist', u'phunk', u'Music to chief by', u'music to groove to', u'RapHip Hop', u'Underground RapLos AngelesTurntablismUnderground Hip HopJazz HopJurassic 5IndieAmericanHiphopUnderground Hip-HopRapRockUndergroundAlternativeWest CoastHip-HopAlternative Rap', u'brooklyn stoop kids', u'yeeah', u'LA Underground Beats', u'step to this', u'that other shit']"
29,Tomorrow,18215,44287,306000,[u'rnb']
30,San Francisco Knights,78514,296745,271000,"[u'hip hop', u'Jazz Hop', u'Hip-Hop', u'chilled rap', u'rap', u'chill', u'underground hip-hop', u'people under the stairs', u'hiphop', u'west coast', u'feel good', u'heard on Pandora', u'san francisco', u'underground hip hop', u'relax and burn one down', u'Chilled hip-hop', u'San Francisco Knights By People Under the Stairs', u'BUMPSCRUMPDIDDLYUMPTIOUS', u'chillout', u'trip-hop', u'seen live', u'instrumental', u'reggae', u'sexy', u'happy', u'Awesome', u'lounge', u'summer', u'smooth', u'oldskool', u'chilled', u'California', u'fip', u'loved', u'jazzy', u'places', u'beach music', u'road trip', u'Trouble', u'cities', u'Good Stuff', u'West Coast Rap', u'bonnaroo', u'evening', u'geotagged', u'geohash:9q8yyk8yuv5xw', u'Bay Area', u'create new tag', u'real hip hop', u'relate']"
31,Ducky Boy,12959,33677,128000,"[u'hip hop', u'Hip-Hop', u'b-boy stance', u'hip hop head', u'do you really want crescentfresh tunes']"
32,Moment Of Truth,171259,761951,247000,"[u'Hip-Hop', u'rap', u'hip hop', u'underground rap', u'Jazz Hop', u'Gang Starr', u'GANGSTARR', u'east coast rap', u'chillout', u'classic', u'underground hip-hop', u'Reflective', u'great lyrics', u'dj premier', u'awesome shit', u'new york', u'1998', u'East Coast', u'inspirational', u'underground', u'knowledge', u'guru', u'1Live Fiehe', u'hiphop', u'Gangsta Rap', u'intelligent', u'underground hip hop', u'thought-provoking', u'truth', u'real life', u'The Good Stuff', u'Conscious Hip Hop', u'moment of truth', u'dave mirra 2', u'soul', u'USA', u'90s', u'Brooklyn', u'NYC', u'nice', u'fav', u'fresh', u'Jams', u'gloomy', u'classic hip-hop', u'dope lyrics', u'dope like fuckin heroin', u'Classic Hip Hop', u'Classic Rap', u'STRICTLY FOR THE UNDERGOUND']"
33,Ego,34434,98926,198000,[]
34,Drop,111654,388061,336000,"[u'Hip-Hop', u'hip hop', u'90s', u'underground hip hop', u'rap', u'The Pharcyde', u'underground hip-hop', u'classic', u'j dilla', u'west coast', u'fun', u'True Hip Hop', u'Jay Dee', u'dilla', u'classic hip-hop', u'real music', u'pharcyde', u'soul', u'funky', u'hiphop', u'old school', u'oldskool', u'California', u'loved', u'Favorite', u'alternative rap', u'West Coast Rap', u'B-Boys', u'real hip hop', u'drop', u'1979-2006: A Hip-Hop Odyssey - 800 Tracks In A 48 Minute Mix', u'produced by j dilla', u'chill', u'dance', u'favorites', u'Love', u'underground rap', u'Awesome', u'lounge', u'Gilles Peterson', u'Dope', u'Mellow', u'Favorite Artists', u'beats', u'heard on Pandora', u'male vocalists', u'DJ Mix', u'warm', u'cali', u'beach music']"
35,Concrete & Clay,10774,29455,276000,"[u'hip hop', u'Classic Hip Hop', u'funky hip hop']"
36,Black Ego,44939,141542,422000,"[u'Hip-Hop', u'Jazz Hop', u'hip hop', u'ElectglitchdubhoP', u'rap', u'jazz', u'chill', u'soul', u'urban', u'hiphop', u'Mellow', u'jazzy', u'cool', u'alternative', u'new york', u'female vocalists', u'downtempo', u'funk', u'lounge', u'jazz fusion', u'90s', u'late night', u'funky', u'party', u'smooth', u'Indie Hip Hop', u'good shit', u'party music', u'intelligent', u'nice', u'female vocalist', u'shit', u'jazz-hop', u'1994', u'social commentary', u'chilling', u'nighttime', u'hip-hop::332eee04', u'more of this please', u'dps', u'metro downtempo', u'the meters', u'mood music', u'real hip hop', u'pendulum', u'stream', u'its not a pillow so dont sleep on it', u'under rated', u'black music', u'lyricism']"
37,A Little Soul,55934,173624,329000,"[u'beats', u'Jazz Hop', u'chillout', u'chill', u'Hip-Hop', u'pete rock', u'instrumental', u'easy listening', u'chillount', u'electronic', u'electronica', u'hip hop', u'vibes', u'nu soul', u'instrumental hip hop', u'hiphop', u'NYC', u'Chillosophy', u'relaxing', u'cool', u'00s', u'Jam', u'underground', u'Neo Soul', u'2001', u'easy', u'instrumentals', u'jazzy hip-hop', u'hip hip', u'real hip hop', u'beatdriller', u'soul music', u'K1MO likes', u'make me beats', u'summertime rap', u'flixmix', u'studio', u'antistress', u'bbe', u'dope producer', u'so relaxing', u'Yummy music', u'Mo Beatz', u'luved', u'Crici', u'mobeatz1']"
38,Whateva Will Be,55850,201330,172000,"[u'chillout', u'hip hop', u'pop', u'japanese', u'emo', u'rap', u'female vocalists', u'dance', u'cute', u'epic', u'easy listening', u'new age', u'pretentious', u'kitsch', u'gay', u'comedy', u'humour', u'anime', u'J-rock', u'parody', u'j-pop', u'ridiculous', u'wtf', u'love at first listen', u'Trash', u'SCHEISSE', u'hilarious', u'boring', u'overrated', u'bullshit', u'halloween', u'garbage', u'BDSM', u'whore', u'dumb', u'sellout', u'porn', u'annoying', u'What', u'awful', u'based', u'lame', u'visual kei', u'vulgar', u'Brutal Death Metal', u'jrock', u'meme', u'2016', u'embarrassing', u'Gay Metal']"
39,Fall In Love,58250,244900,235000,"[u'Hip-Hop', u'hip hop', u'dilla', u'j dilla', u'Mellow', u'chill', u'rap', u'soulful', u'logic the da', u'sexy', u'eargasms', u'gritty', u'Slum Village', u'come on baby', u'carmelsoulsista', u'indie', u'favorites', u'underground hip-hop', u'night', u'laid back', u'Gilles Peterson', u'Dope', u'detroit', u'summer', u'hiphop', u'melancholy', u'NYC', u'nostalgic', u'gentle', u'good shit', u'favourite', u'fip', u'love songs', u""90's"", u'Soulful house', u'underground', u'Jazz Hop', u'2000', u'instrumentals', u'underground hiphop', u'banger', u'dope like fuckin heroin', u'fond memories', u'True Hip-Hop', u'instrumental funk', u'Lazy day', u'favorite dilla beats', u'Hiphopsoul', u'cooper was here', u'fade into the beat']"
40,Ghostwriter,424277,2700466,218000,"[u'trip-hop', u'electronic', u'Hip-Hop', u'chillout', u'hip hop', u'instrumental', u'RJD2', u'chill', u'turntablism', u'downtempo', u'funky', u'electronica', u'instrumental hip-hop', u'trip hop', u'beats', u'Awesome', u'summer', u'ghostwriter', u'indie', u'lounge', u'groove', u'relax', u'feelgood', u'electro', u'love at first listen', u'abstract hip-hop', u'DJ AJA Inc', u'Soundtrack', u'techno', u'Driving', u'american', u'hiphop', u'good', u'00s', u'Jazz Hop', u'Jazzy Beats', u'involuntary movement of body parts', u'vule', u'jazz', u'dance', u'favorites', u'acoustic', u'funk', u'beautiful', u'underground hip-hop', u'Dreamy', u'relaxed', u'horns', u'download', u'Mellow']"
41,Sum Of Us,71108,246733,208000,"[u'Hip-Hop', u'hip hop', u'rap', u'underground hip-hop', u'jazz', u'pop', u'pop rock', u'turntablism', u'groove', u'Drum', u'bass', u'american', u'old skool', u'hiphop', u'smooth', u'political', u'old school', u'west coast', u'loved', u'samples', u'male vocalists', u'underground hip hop', u'True Hip Hop', u'i am a party girl here is my soundtrack', u'road trip', u'2000s', u'Hip HopRap', u'temazo', u'Rap  Hip-Hop', u'rar22', u'choon', u'LA', u'fest', u'jurassic 5', u'Conscious Hip Hop', u'Good Hip Hop', u'the best eclectic tag ever - period - jan-06 top-30s', u'funky hip hop', u'STRICTLY FOR THE UNDERGOUND', u'amazing voices', u'don m', u'True rap', u'hip-hop faves', u'TRUE musical HIP HOP', u'Underground RapLos AngelesTurntablismUnderground Hip HopJazz HopJurassic 5IndieAmericanHiphopUnderground Hip-HopRapRockUndergroundAlternativeWest CoastHip-HopAlternative Rap', u'Syncopic', u'da real underground new skool hip hop', u'undergroundhip-hop', u'hip-hop real', u'extreme spinach']"
42,Above The Clouds - feat. Inspectah Deck,33322,115322,225000,"[u'clouds', u'Gang Starr', u'Inspectah Deck']"
43,Jazz (We've Got),220258,900032,249000,"[u'Hip-Hop', u'hip hop', u'Jazz Hop', u'rap', u'jazz', u'a tribe called quest', u'90s', u'chill', u'smooth', u'1991', u'hiphop', u'jazz rap', u'old school', u'Love', u'american', u'new york', u'jazzy', u'underground hip hop', u'jazzy hip-hop', u'hiphopgdchill', u'classic', u'Awesome', u'lounge', u'East Coast', u'groovy', u'jazz-rap', u'east coast hip-hop', u'jazzy hip hop', u'ElectglitchdubhoP', u'ElectlitchdubhoP Explicit', u'chillout', u'soul', u'underground hip-hop', u'old school rap', u'alternative hip-hop', u'native tongues', u'2', u'Old School Hip Hop', u'90s Hip Hop', u'alternative hip hop', u'hiphop classics', u'A Tribe Called Quest - Jazz', u'jazzy hop', u'electropop', u'80s', u'reggae', u'experimental', u'downtempo', u'USA', u'happy']"
44,Third of May / Ōdaigahara - Edit,12163,22351,0,[]
