,Songs,Listeners,Playcount,Duration,Tags
94,With or Without You,970146,6342986,293000,"[u'rock', u'U2', u'80s', u'classic rock', u'pop', u'irish', u'Love', u'alternative', u'beautiful', u'alternative rock', u'favorites', u'Ballad', u'with or without you', u'romantic', u'pop rock', u'classic', u'Mellow', u'bono', u'melancholy', u'sad', u'male vocalists', u'soft rock', u'Favorite', u'ireland', u'1987', u'Favourites', u'emotional', u'love songs', u'rock ballad', u'seen live', u'90s', u'Awesome', u'melancholic', u'Masterpiece', u'favorite songs', u'easy listening', u'britpop', u'guitar', u'amazing', u'love song', u'slow', u'favourite', u'Best of U2', u'U2 - With Or Without You', u'chill', u'british', u'emo', u'memories', u""80's"", u'friends']"
95,Higher Ground - 2003 - Remaster,74262,205992,0,"[u'rock', u'funk', u'Funk Rock']"
96,Losing My Religion,1092947,7124536,266000,"[u'rock', u'90s', u'alternative', u'alternative rock', u'REM', u'pop', u'classic rock', u'indie', u'american', u'favorites', u'80s', u'melancholy', u'male vocalists', u'soft rock', u'beautiful', u'1991', u'indie rock', u'pop rock', u'losing my religion', u'acoustic', u'college rock', u'Favourites', u'classic', u'sad', u'Love', u'Mellow', u'Awesome', u'USA', u'guitar', u'loved', u'90s Rock', u'mandolin', u'Favorite', u'chillout', u'jangle pop', u'melancholic', u'favorite songs', u'favourite', u'Ballad', u'nostalgia', u'Favourite Songs', u'R E M', u'loosing my religion', u'indie pop', u'cool', u'religion', u'seen live', u'oldies', u""90's"", u'alt rock']"
97,Personal Jesus - Remastered,66304,226113,295000,"[u'80s', u'new wave', u'synthpop', u'1989', u'pop', u'Soundtrack', u'electronic', u'electronica', u'rock', u'alternative', u'alternative rock', u'dance', u'alternative dance', u'80er']"
98,Lullaby,773172,5318113,250000,"[u'80s', u'new wave', u'alternative', u'post-punk', u'rock', u'The Cure', u'british', u'alternative rock', u'goth', u'dark', u'Gothic', u'lullaby', u'indie', u'favorites', u'Gothic Rock', u'darkwave', u'sexy', u'Cure', u'pop', u'beautiful', u'atmospheric', u'classic rock', u'Post punk', u'Mellow', u'chillout', u'psychedelic', u'Dreamy', u'melancholy', u'dark wave', u'1989', u'male vocalists', u""80's"", u'night', u'Awesome', u'melancholic', u'halloween', u'ambient', u'Favourites', u'creepy', u'Reasons why I love the Cure', u'seen live', u'Favorite', u'robert smith', u'chill', u'classic', u'Love', u'relax', u'Favourite Songs', u'goth rock', u'spiderman']"
99,Relax,331298,1255554,236000,"[u'80s', u'pop', u'new wave', u'dance', u'british', u'synthpop', u'Frankie goes to Hollywood', u'electronic', u'rock', u'relax', u'party', u'Disco', u'synth pop', u""80's"", u'electronica', u'1983', u'oldies', u'1984', u'gay', u'classic rock', u'UK', u'trevor horn', u'Hi-NRG', u'sex', u'male vocalists', u'zoolander', u'favorites', u'england', u'80s Pop', u'one hit wonder', u'80s favorites', u'britpop', u'upbeat', u'Frankie', u'80er', u'Porieux-loved', u'alternative', u'pop rock', u'synth', u'fun', u'i am a party girl here is my soundtrack', u'english', u'amayzes loved', u'80s y 90s', u'uk number one', u'FGTH']"
100,Another One Bites The Dust - Remastered 2011,81138,248536,0,"[u'rock', u'Disco', u'vacation', u'mattina', u'dedust']"
101,Beat It - Single Version,246949,883161,0,"[u'pop', u'michael jackson', u'pop music tag', u'male vocalists', u'maris', u'rock', u'top', u'freedom', u'lieblingslied', u'perlast', u'post-nerdcore', u'chill dude chill', u'title is imperative']"
102,Down Under,522747,2735942,212000,"[u'80s', u'pop', u'new wave', u'rock', u'australian', u'men at work', u'reggae', u'classic rock', u'australia', u'down under', u'oldies', u""80's"", u'pop rock', u'dance', u'80s Pop', u'Aussie', u'fun', u'male vocalists', u'happy', u'catchy', u'1982', u'favorites', u'scrubs', u'eighties', u'alternative', u'flute', u'party', u'1981', u'one hit wonder', u'classic', u'easy listening', u'Guilty Pleasures', u'reggae influences', u'vegemite', u'soft rock', u'summer', u'major key tonality', u'mpsvdloved', u'superhit', u'a prominent flute part', u'pop rock qualities', u'Disco', u'Retro', u'Mellow', u'male vocalist', u'Pop-Rock', u'gute laune', u'electric rhythm guitars', u'extensive vamping', u'melodic songwriting']"
103,Walk Away,547580,3092366,219000,"[u'indie rock', u'rock', u'indie', u'alternative', u'franz ferdinand', u'alternative rock', u'british', u'britpop', u'Scottish', u'seen live', u'00s', u'pop', u'UK', u'new wave', u'Awesome', u'Walk Away', u'favorites', u'post-punk', u'cool', u'melancholic', u'Favorite', u'favorite songs', u'pop rock', u'catchy', u'glasgow', u'great', u'I like', u'Love', u'easy listening', u'guitar', u'brit rock', u'english', u'Good Stuff', u'brit pop', u'classic rock', u'punk', u'scotland', u'melancholy', u'favourite', u'male vocalists', u'Favourites', u'2005', u'my music', u'walk', u'soundtrack to my life', u'Franz Ferdinand - Walk Away', u'sexy', u'slow', u'lalala', u'Post punk']"
104,Let's Dance to Joy Division,470630,3530199,173000,"[u'indie', u'indie rock', u'british', u'alternative', u'britpop', u'rock', u'The wombats', u'happy', u'alternative rock', u'fun', u'dance', u'makes me wanna dance', u'indie pop', u'00s', u'Joy Division', u'Awesome', u'seen live', u'catchy', u'Love it', u'liverpool', u'Lets Dance To Joy Division', u'favorites', u'Ideal for dancing around the room', u'pop', u'party', u'pop rock', u'upbeat', u'Favourite Songs', u'wombats', u'2007', u'brit rock', u'indie disco', u'feelgood', u'party rock', u'amayzes loved', u'amazing', u'bouncy', u'love at first listen', u'FUCKING AWESOME', u'2000s', u'danceable', u'makes me happy', u'irony', u'pure joy explosion', u'favorite songs', u'UK', u'energy', u'feel good', u'Energetic', u'favourite']"
105,Someday,1045520,7299679,187000,"[u'indie rock', u'indie', u'rock', u'alternative', u'alternative rock', u'The Strokes', u'Garage Rock', u'00s', u'someday', u'new york', u'american', u'happy', u'favorites', u'garage', u'2001', u'Strokes', u'post-punk', u'fun', u'seen live', u'Love', u'catchy', u'Favourites', u'garage rock revival', u'Awesome', u'upbeat', u'NYC', u'feel good', u'male vocalists', u'rock n roll', u'Favorite', u'nostalgia', u'classic rock', u'chillout', u'Lo-Fi', u'Energetic', u'Makes Me Smile', u'The strokes - someday', u'british', u'favorite songs', u'USA', u'party', u'favourite', u'2000s', u'makes me happy', u'pop', u'cool', u'Favourite Songs', u'chill', u'punk', u'Grunge']"
106,Knights of Cydonia,1012810,8825709,370000,"[u'rock', u'alternative rock', u'alternative', u'epic', u'Muse', u'Progressive rock', u'british', u'indie', u'seen live', u'indie rock', u'Awesome', u'Guitar Hero', u'space rock', u'FUCKING AWESOME', u'00s', u'favorites', u'electronic', u'britpop', u'experimental', u'Best song on the album', u'dramatic', u'Guitar Hero 3', u'UK', u'male vocalists', u'western', u'Progressive', u'amazing', u'Knights of Cydonia', u'brit rock', u'hard rock', u'intense', u'Masterpiece', u'space western', u'2006', u'Love', u'Driving', u'guitar hero III', u'epic rock', u'psychedelic', u'upbeat', u'male vocalist', u'Good Stuff', u'pop', u'anthem', u'black holes and revelations', u'crazy', u'art rock', u'modern rock', u'Favorite', u'powerful']"
107,No You Girls,593459,4104646,222000,"[u'indie rock', u'indie', u'british', u'alternative', u'britpop', u'rock', u'sexy', u'franz ferdinand', u'alternative rock', u'00s', u'dance', u'2009', u'catchy', u'Scottish', u'love at first listen', u'fun', u'positive vibration', u'makes me sing', u'seen live', u'Awesome', u'pop', u'amazing', u'Favorite', u'handclaps', u'songs i have a big dirty crush on', u'acoustic', u'sex', u'songs that you wanna listen to over and over again', u'fucking great chorus', u'male vocalists', u'hot', u'gossip girl', u""let's dance"", u'No You Girls', u'party', u'dance rock', u'FUCKING AWESOME', u'2000s', u'iPod', u'Post-punk revival', u'damned good', u'love teh lyrics', u'calculated buildup', u'i sing this in a shower', u'jumping around da house', u'remix me and take me to the strip club', u'electronic', u'chill', u'new wave', u'post-punk']"
108,Back Down South,278214,1692361,241000,"[u'indie rock', u'rock', u'alternative rock', u'indie', u'Southern Rock', u'alternative', u'kings of leon', u'american', u'country', u'has summer written all over it', u'folk', u'Awesome', u'<3', u'For The Road', u'Mellow', u'00s', u'Love it', u'10 of 10 stars', u'6 of 10 stars', u'bicycles', u'by my heroes', u'bus songs', u'music group', u'jebcza gitara', u'seen live', u'pop', u'acoustic', u'garage rock revival', u'Alt-country', u'indie folk', u'male vocalist', u'male vocalists', u'alt country', u'country rock', u'oz', u'roadtrip', u'8 of 10 stars', u'addictive', u'2010', u'10s', u'cool as hell', u'1337', u'handclaps', u'tambourine', u'us', u'5', u'high', u'Beef', u'MP3', u'good song']"
109,Black Treacle,291924,2292001,215000,"[u'indie rock', u'british', u'rock', u'indie', u'alternative', u'alternative rock', u'2011', u'10s', u'catchy as hell', u'love at first listening', u'fuckin perfect', u'damn you Arctic Monkeys', u'chill', u'hard rock', u'Contemporary', u'britpop', u'Retro', u'arctic monkeys', u'favourite', u'relaxing', u'Pop-Rock', u'2012', u'single', u'Masterpiece', u'2012 single', u'6 of 10 stars', u'fucking amazing', u'makes me happy', u'13', u'2016', u'rocket shoes mixtapes', u'superb', u'love at first sound', u'I love', u'cheers me up', u'my baby', u'absolutely favourite', u'smells like wet ground when it rains', u'i love the way this music put me in the big house', u'hoy me he levantado cantando', u'muito amor', u'bbc radio1 playlist 2012', u'top 100 songs of my 2012', u'suck it and see', u'these melodies drive me insane', u'thanks you made me check out this great album', u'SIAS', u'tkm 2012']"
110,Club Foot,797570,4677907,215000,"[u'indie', u'indie rock', u'rock', u'alternative', u'british', u'alternative rock', u'kasabian', u'electronic', u'britpop', u'dance', u'00s', u'UK', u'cool', u'Club Foot', u'brit rock', u'favorites', u'Driving', u'Psychedelic Rock', u'seen live', u'Awesome', u'Energetic', u'electronic rock', u'good', u'electronica', u'indietronica', u'club', u'Soundtrack', u'epic', u'2004', u'Favourites', u'dance rock', u'music to invade countries to', u'kasabian - club foot', u'england', u'male vocalists', u'FUCKING AWESOME', u'Britrock', u'Smallville', u'chillout', u'party', u'alt rock', u'british i like', u'2000s', u'new wave', u'punk rock', u'aggressive', u'Favorite', u'football', u'Favourite Songs', u'synth rock']"
111,Under Cover of Darkness,505939,4531173,236000,"[u'indie rock', u'alternative rock', u'rock', u'Garage Rock', u'alternative', u'indie', u'2011', u'The Strokes', u'10s', u'american', u'Strokes', u'catchy', u'love at first listen', u'makes me happy', u'Post-punk revival', u'julian you god', u'hard rock', u'Love', u'Awesome', u'Retro', u'best of 2011', u'julian casablancas', u'makes me wanna punch people for fun', u'british', u'new york', u'happy', u'epic', u'feel good', u'upbeat', u'Indie-Rock', u'rock band', u'Morning music', u'rock band dlc', u'obsessive repeated listening', u'soundorgasm', u'seen live', u'pop', u'folk', u'Contemporary', u'post-punk', u'ska', u'guitar', u'Energetic', u'3', u'download', u'turin brakes', u'NYC', u'Pink Floyd', u'good shit', u'revival']"
112,Love Illumination,159805,1014261,222000,"[u'indie rock', u'alternative', u'alternative rock', u'Scottish', u'10s', u'indie', u'rock', u'british', u'Post-punk revival', u'2013 single', u'Awesome', u'2013', u'love at first listen', u'britpop', u'post-punk', u'glasgow', u'dance-punk', u'franz ferdinand', u'dance punk', u'heard live', u'6 of 10 stars', u'underworld', u'domino', u'positive music', u'summer 2013', u'rock alternativo', u'songs which are played in hm stores', u'amor amor', u'playlista rmf fm']"
113,Heads Will Roll,700310,5412780,222000,"[u'indie', u'electronic', u'dance', u'female vocalists', u'rock', u'indie rock', u'alternative', u'yeah yeah yeahs', u'2009', u'party', u'00s', u'pop', u'love at first listen', u'Awesome', u'sexy', u'Disco', u'american', u'best of 2009', u'Heads will Roll', u'catchy', u'Energetic', u'handclaps', u'female vocalist', u'cool', u'neon nights', u'alternative rock', u'indie pop', u'electro', u'new wave', u'indietronica', u'2000s', u'electropop', u'synthpop', u'makes me want to dance', u'dancing at discos eating cheese on toast', u'USA', u'Favorite', u'absolutely amazing', u'i wish they played this stuff in nightclubs', u'seen live', u'new york', u'favorites', u'alternative dance', u'i am a party girl here is my soundtrack', u'evocative', u'happy', u'energy', u'post-punk', u'beautiful', u'fun']"
114,Seaside,809919,6025819,99000,"[u'indie', u'indie rock', u'british', u'acoustic', u'rock', u'the kooks', u'alternative', u'britpop', u'seaside', u'Love', u'chillout', u'Mellow', u'UK', u'indie pop', u'summer', u'male vocalists', u'seen live', u'kooks', u'beautiful', u'alternative rock', u'00s', u'chill', u'pop', u'brit rock', u'favorites', u'Awesome', u'guitar', u'the kooks - seaside', u'sad', u'memories', u'melancholy', u'melancholic', u'relax', u'england', u'brighton', u'sea', u'nice', u'lovely', u'folk', u'heard on Pandora', u'Favourites', u'Sentimental', u'mpsvdloved', u'post-punk', u'Indie-Rock', u'loved', u'male vocalist', u'sweet', u'Brit', u'ocean']"
115,I Wanna Be Yours,362188,3670733,184000,"[u'indie rock', u'alternative', u'indie', u'british', u'sexy', u'rock', u'2013', u'alternative rock', u'Love', u'arctic monkeys', u'sex', u'love at first listen', u'perfect', u'am', u'great lyrics', u'lovely', u'romance', u'FUCKING AWESOME', u'10s', u'gay shit', u'brunelds', u'makes me melt like butter in the sun', u'i wanna be yours', u'male', u'classic', u'favorite songs', u'sad', u'omg', u'Contemporary', u'beautiful', u'song', u'male vocal', u'late night', u'Mellow', u'lovesong', u'smooth', u'male vocalist', u'male vocalists', u'love songs', u'omfg', u'fireworks', u'male vocals', u'beautiful voice', u'2010s', u'6 of 10 stars', u'yeah', u'yodeling', u'2016', u'Passion', u'best of 2013']"
116,Auf Achse,504642,2530041,259000,"[u'indie', u'indie rock', u'rock', u'alternative', u'franz ferdinand', u'alternative rock', u'british', u'britpop', u'Scottish', u'post-punk', u'00s', u'pop', u'sexy', u'indie pop', u'melancholic', u'Unrequited Love', u'sad', u'2004', u'dance rock', u'Post-punk revival', u'lovedbyale', u'seen live', u'UK', u'art rock', u'favourite', u'Love', u'catchy', u'new wave', u'auf achse', u'dance', u'favorites', u'glasgow', u'scotland', u'Favourites', u'Franz', u'hot indie boys', u'adolescent angst', u'favorite songs', u'emo', u'Awesome', u'brit rock', u'male vocalist', u'male vocalists', u'mixed acoustic and electric instrumentation', u'top song radio', u'title not in lyrics', u'reminds me of someone special', u'electronica', u'pop rock', u'Alternative  Punk']"
117,Survival,256220,1896566,257000,"[u'rock', u'alternative', u'alternative rock', u'Muse', u'british', u'london', u'Progressive rock', u'London 2012 Olympics Games', u'Symphonic Rock', u'new prog', u'hard rock', u'indie', u'epic', u'Masterpiece', u'10s', u'olympics', u'CZYSTY OKULTYZM', u'opera', u'Progressive metal', u'piano', u'genius', u'piano rock', u'8 of 10 stars', u'2012', u'FUCKING AWESOME', u'2010s', u'4 of 10 stars', u'Motivational', u'amazing voice', u'The 2nd law', u'i want fuck you', u'heavy metal', u'metal', u'seen live', u'chill', u'favorites', u'Queen', u'britpop', u'Awesome', u'orchestra', u'emotional', u'frenetic', u'male vocalist', u'male vocalists', u'optimistic', u'Workout', u'symphonic metal', u'best', u'love at first listen', u'falsetto']"
118,One Way Trigger,177704,1143299,242000,"[u'tecnobrega', u'The Strokes', u'calypso', u'alternative', u'electronic', u'2013', u'rock', u'indie rock', u'indie', u'experimental', u'i love it', u'dance all night long', u'one gay trigger', u'Supertecnobrega', u'pop', u'Love', u'omg', u'compulsive repeat listenings', u'love at first listen', u'10s', u'delicious', u'TECHNOBREGA', u'new wave revival', u'On the floor', u'day end', u'brunelds', u'absolute fav', u'gaby amarantos', u'alternative rock', u'hard rock', u'dance', u'Contemporary', u'indietronica', u'top', u'excellent', u'synthpop', u'Why', u'funny', u""80's"", u'best song ever', u'shit', u'fav', u'Birthday', u'ridiculous', u'wtf', u'falsetto', u'New York City', u'meh', u'egofm', u'eclectonia']"
119,Wait for Me,181981,1063537,210000,"[u'indie rock', u'Southern Rock', u'rock', u'alternative', u'alternative rock', u'2013', u'10s', u'mechanical bull', u'seen live', u'Dreamy', u'Driving', u'american', u'amazing', u'lovely', u'love at first listen', u'emotion', u'time', u'2010s', u'7 of 10 stars', u'favs', u'snl', u'Ion B radio', u'seaside', u'top quality', u'kings of leon', u'3-stars', u'music choice: alternative', u'2013 single', u'Channel X', u'Triple M', u'perfect opening track', u'Qornbifus Quorn-gut oh Qornz if i get a bug uuuis or cirana banana will take care of me and i will stroke uuuis or ciazes heads', u'first heard on eska rock', u'there will come a time', u'CJL Original Library']"
120,You're the Reason I'm Leaving,408435,1965868,167000,"[u'indie rock', u'rock', u'indie', u'alternative', u'franz ferdinand', u'alternative rock', u'britpop', u'british', u'Scottish', u'post-punk', u'pop', u'favorites', u'2005', u'UK', u'new wave', u'00s', u'indie pop', u'fun', u'brit rock', u'seen live', u'upbeat', u'classic rock', u'Energetic', u'great', u'Garage Rock', u'Rock Pop', u'Britrock', u'pop rock', u'Awesome', u'Retro', u'scotland', u'favourite', u'loved', u'Favorite', u'danceable', u'Brit', u'Brit-pop', u'marianne velvart', u'duncan parsons', u'Progressive rock', u'prog', u'Love', u'catchy', u'easy listening', u'glasgow', u'art rock', u'party', u'male vocalists', u'Favourites', u'dance rock']"
121,Why'd You Only Call Me When You're High?,495034,5251525,161000,"[u'indie', u'indie rock', u'love at first listen', u'british', u'sexy', u'alternative', u'rock', u'arctic monkeys', u'somafm', u'alternative rock', u'Awesome', u'Bagel', u'am', u'2013', u'10s', u'Love', u'best of 2013', u'delicious', u'dr dre', u'magnetic', u'2013 single', u'pop', u'UK', u'Stoner Rock', u'omg', u'catchy', u'urban', u'Contemporary', u'male vocal', u'amazing', u'fun', u'stoner', u'Psychedelic Rock', u'blues rock', u'loved', u'groovy', u'cool', u'male vocalist', u'male vocalists', u'rhythm and blues', u'50', u'best', u'drugs', u'8 of 10 stars', u'nostalgia', u'addictive', u'Love it', u'i love it', u'2010s', u'3 stars']"
122,Uprising,918002,8932113,303000,"[u'alternative rock', u'rock', u'alternative', u'british', u'Muse', u'Progressive rock', u'FUCKING AWESOME', u'male vocalists', u'indie', u'2009', u'electronic', u'Awesome', u'00s', u'love at first listen', u'indie rock', u'epic', u'political', u'synth rock', u'best songs of 2009', u'uprising', u'seen live', u'amazing', u'new prog', u'catchy as hell', u'sexy', u'british rock', u'clap-clap clap your hands', u'space rock', u'loved on first listen', u'let us dance until we die to this song', u'someone tell me that tunes not from doctor who', u'face melting space rock', u'Progressive', u'cool', u'hand claps', u'electronic rock', u'Oi Oi Oi', u'favorites', u'Love', u'catchy', u'I Like It', u'Energetic', u'pop', u'revolution', u'britpop', u'Uplifting', u'best of 2009', u'best', u'Favourite Songs', u'<3']"
123,Can't Stand Me Now,415382,3089082,207000,"[u'indie', u'indie rock', u'british', u'rock', u'alternative', u'britpop', u'alternative rock', u'the libertines', u'punk', u'Garage Rock', u'00s', u'favorites', u'Favourites', u'Love', u'libertines', u'UK', u'post-punk', u'Awesome', u'Energetic', u'favourite', u'Favourite Songs', u'pete doherty', u'catchy', u'party', u'indie pop', u'garage rock revival', u'genius', u'male vocalists', u'great lyrics', u'more cowbell', u'pop', u'happy', u'2004', u'cool', u'british i like', u'soo very british', u'Punk Revival', u'cant stand me now', u'upbeat', u'punk rock', u'brit rock', u'Favorite', u'english', u'Love it', u'2000s', u'Peter Doherty', u'pete', u'libs', u'dear old dismal england', u'seen live']"
124,Sing,522965,2724815,228000,"[u'britpop', u'rock', u'indie', u'alternative', u'british', u'travis', u'pop', u'indie rock', u'Scottish', u'alternative rock', u'sing', u'favorites', u'beautiful', u'Mellow', u'00s', u'Love', u'chillout', u'indie pop', u'UK', u'soft rock', u'male vocalists', u'brit pop', u'seen live', u'relax', u'easy listening', u'banjo', u'pop rock', u'melodic', u'90s', u'melancholy', u'favourite', u'2001', u'the office', u'chill', u'acoustic', u'Britrock', u'happy', u'sweet', u'Brit', u'Mellow Rock', u'Ballad', u'relaxing', u'Favourites', u'I Like It', u'classic rock', u'memories', u'catchy', u'Awesome', u'scotland', u'amazing']"
125,Treason! Animals.,73089,364758,247000,"[u'indie rock', u'indie', u'rock', u'alternative rock', u'10s', u'2013', u'best of 2013', u'british', u'alternative', u'indie pop', u'Scottish', u'glasgow', u'love at first listen', u'haunted', u'personal favourites', u'heard live', u'domino', u'wooooo', u'king of the universe', u'terror chanson']"
126,Sex on Fire,1393894,13741520,203000,"[u'rock', u'indie rock', u'alternative', u'indie', u'i fucking love this song', u'kings of leon', u'alternative rock', u'Sex on Fire', u'sexy', u'Southern Rock', u'00s', u'Awesome', u'sex', u'american', u'2008', u'obsessive repeated listening', u'male vocalists', u'Love it', u'favorites', u'catchy', u'party', u'Love', u'gossip girl', u'pop', u'hot', u'love at first listen', u'best of 2008', u'USA', u'amazing', u'FUCKING AWESOME', u'Driving Songs', u'addictive', u'this band can do no wrong', u'male vocalist', u'british', u'Energetic', u'Favourites', u'dance', u'pop rock', u'genius', u'2000s', u'<3', u'kol', u'completely awesome', u'Garage Rock', u'cool', u'stuck in my head', u'tunes i have played for hours', u'guitar', u'excellent']"
127,Madness,518279,4499682,280000,"[u'rock', u'alternative', u'alternative rock', u'Muse', u'The 2nd law', u'british', u'electronic', u'madness', u'2012', u'pop', u'dubstep', u'male vocalists', u'love at first listen', u'10s', u'sexy', u'Progressive rock', u'electronic rock', u'synthpop', u'magic', u'musestep', u'epic', u'9 of 10 stars', u'2010s', u'Delight', u'glamtastic', u'greatest of the greatest', u'seen live', u'indie', u'soul', u'experimental', u'pop rock', u'Awesome', u'favourite', u'perfect to listen to while leaving the planet', u'want to see live', u'2012 single', u'best of 2012', u'10 of 10 stars', u'new prog', u'british rock', u'i could listen to this forever', u'sonic rock', u'pretty fucking awesome', u'luminous', u'Still Better than radiohead', u'classic rock', u'chillout', u'electropop', u'chill', u'favorite songs']"
128,Evil Eye,146115,995201,167000,"[u'indie rock', u'Post-punk revival', u'rock', u'indie', u'alternative', u'alternative rock', u'post-punk', u'british', u'Scottish', u'love at first listen', u'10s', u'britpop', u'2013', u'6 of 10 stars', u'bruno ouve', u'chillout', u'pop', u'chill', u'pop rock', u'world', u'Awesome', u'bass', u'3', u'funky', u'glasgow', u'fun', u'World Music', u'male vocalists', u'dance-punk', u'franz ferdinand', u'Funk Rock', u'eclectonia', u'4 Stars', u'heard live', u'kat fm', u'7 of 10 stars', u'danceable', u'shut up', u'sunflower', u'Britrock', u'domino', u'somafm', u'makes me wanna dance', u'3fm', u'baixo', u'Bagel', u'na na na', u'kc', u'songs that make life better', u'best bass line ever']"
129,Peacock,356258,2689687,231000,"[u'pop', u'dance', u'female vocalists', u'katy perry', u'perverted', u'funny', u'fun', u'peacock', u'sexy', u'party', u'2010', u'cock', u'i wanna see your peacock', u'catchy', u'pop rock', u'amazing', u'sex', u'female vocalist', u'Guilty Pleasures', u'love at first listen', u'<3', u'stargate', u'teenage dream', u'dance pop', u'00s', u'lol', u'2010s', u""let's dance"", u'funny song', u'pica', u'my gay song', u'indie', u'rock', u'happy', u'Love', u'epic', u'crazy', u'Like', u'Fierce', u'best of 2010', u'bullshit', u'horny', u'often stuck in my head', u'poprock', u'handclaps', u'teen pop', u'Selena Gomez', u'pervert', u'Demi Lovato', u'up-tempo']"
130,Grace Kelly,670652,4588202,186000,"[u'pop', u'britpop', u'happy', u'mika', u'british', u'fun', u'alternative', u'dance', u'00s', u'grace kelly', u'catchy', u'electronic', u'male vocalists', u'rock', u'upbeat', u'2007', u'party', u'indie pop', u'singer-songwriter', u'gay', u'Love', u'indie', u'Awesome', u'pop rock', u'male vocalist', u'favorites', u'UK', u'piano', u'summer', u'chillout', u'glam rock', u'Guilty Pleasures', u'cute', u'Queen', u'quirky', u'power pop', u'easy listening', u'cool', u'english', u'names', u'Makes Me Smile', u'feel good', u'favourite', u'funny', u'guilty pleasure', u'Favorite', u'sweet', u'feelgood', u'summertime music', u'Mika grace kelly']"
131,Tides,312240,1995446,181000,"[u'indie', u'alternative', u'chillout', u'indietronica', u'rock', u'indie rock', u'the xx', u'british', u'alternative rock', u'downtempo', u'atmospheric', u'2012', u'trip-hop', u'indie pop', u'post-rock', u'power pop', u'memories', u'latin', u'minimal', u'shoegaze', u'idm', u'london', u'violin', u'male vocal', u'dream pop', u'Gilles Peterson', u'smooth', u'elegant', u'eclectic', u'alternative pop', u'female vocal', u'chill out', u'lovely', u'Progressive Pop', u'indie-pop', u'8 of 10 stars', u'9 of 10 stars', u'emotion', u'10s', u'best of 2012', u'female fronted electro', u'6 of 10 stars', u'4 of 10 stars', u'hell', u'true love', u'Focus', u'beach house', u'drama', u'punk pop', u'IIIIIIIIII AMAZING TRACK :D IIIIIIIIII']"
132,Shut Up and Let Me Go,636952,4101153,172000,"[u'indie', u'dance', u'pop', u'electronic', u'british', u'female vocalists', u'electropop', u'indie pop', u'catchy', u'alternative', u'The Ting Tings', u'indie rock', u'fun', u'rock', u'2008', u'electro', u'party', u'00s', u'britpop', u'Energetic', u'gossip girl', u'party with yourself', u'happy', u'shut up and let me go', u'Awesome', u'electronica', u'cool', u'female vocalist', u'female', u'upbeat', u'Electro Pop', u'funky', u'pop rock', u'funny', u'ipod commercial', u'indie disco', u'i am a party girl here is my soundtrack', u'Love it', u'danceable', u'Disco', u'favorite songs', u'UK', u'indietronica', u'synthpop', u'dance pop', u'british pop', u'Electroclash', u'dance rock', u'FUCKING AWESOME', u'iPod']"
133,Young and Beautiful,462842,4380474,227000,"[u'indie', u'alternative', u'Lana Del Rey', u'female vocalists', u'The Great Gatsby', u'Soundtrack', u'pop', u'indie pop', u'love at first listen', u'beautiful', u'2013', u'young and beautiful', u'Love', u'white music for white people', u'Hitler', u'Adolf Hitler', u'brown music for pink people', u'racism in music sucks', u'Reincarnation of Hitler', u'bonehead', u'heil hitler', u'worse than hitler', u'white powder', u'anticommunist', u'brutal nazi scumcore with fascist influence and guest vocalist adolf hitler', u'white powercore', u'nazi kircore', u'anal music for anal people', u'nazi scumcore', u'my brother became nazi fucking scum after listening to this', u'nazi fucking scum', u'only cocksuckers can listen to this shit', u'adolf hitler cover', u'<3', u'rock', u'singer-songwriter', u'epic', u'romantic', u'ost', u'emotional', u'female vocalist', u'Perfection', u'youth', u'10s', u'vintage', u'2014', u'best of 2013', u'rick nowels', u'cant even express how much i love this song', u'Lanka']"
134,I Follow Rivers - The Magician Remix,193766,1040089,215000,"[u'swedish', u'remix', u'female vocalists', u'pop', u'fhgf', u'electronic', u'herz-3', u'chillout', u'indie', u'chill', u'rock', u'soul', u'alternative', u'indie pop', u'singer-songwriter', u'electro', u'dance', u'world', u'3', u'Electronic Pop', u'World Music', u'alternative pop', u'lovely', u'Sweden', u'2010', u'Girl', u'sunflower', u'better than the original', u'Ion B radio', u'top quality', u'the magician', u'lemonade summer', u'Skitz0rz', u'uitluisteren artist', u'desligado', u'queria estar morta', u'holloween skitz0rz', u'fav888', u'my dance room', u'Queria estar morta remix']"
135,Crystalised,943163,11720285,202000,"[u'indie', u'alternative', u'british', u'indie rock', u'electronic', u'2009', u'chillout', u'rock', u'sexy', u'post-punk', u'atmospheric', u'00s', u'fresh', u'indie pop', u'Mellow', u'the xx', u'alternative rock', u'dark', u'sex', u'xx', u'beautiful', u'moody', u'dance', u'Bittersweet', u'experimental', u'Love', u'minimal', u'chill', u'catchy', u'indietronica', u'haunting', u'Awesomeness in the form of Sound', u'pop', u'female vocalists', u'downtempo', u'bass', u'amazing', u'best of 2009', u'gossip girl', u'i listen to this late at night in my underwear', u'makes me faint', u'Music for a lonely night', u'shoegaze', u'Awesome', u'smooth', u'duet', u'Favourite Songs', u'kick ass', u'songs i would have sex to', u'electronica']"
