,Songs,Listeners,Playcount,Duration,Tags
19,Nightrain,372217,2342245,266000,"[u'hard rock', u'rock', u'80s', u'classic rock', u'Guns N Roses', u'heavy metal', u'metal', u'american', u'hair metal', u'rock n roll', u'glam rock', u'1987', u'Glam Metal', u'Slash', u'guitar', u'live', u'songs i love', u'alternative rock', u'Hard', u'blues rock', u'sleaze', u'Axl Rose', u'good songs', u'GNR', u'Appetite For Destruction', u'Nightrain', u'seen live', u'classic', u'punk', u'Stoner Rock', u'favorites', u'90s', u'male vocalists', u'drugs', u'8 of 10 stars', u'1980s', u'10 of 10 stars', u'6 of 10 stars', u""Guns N' Roses"", u'sleaze rock', u'classic metal', u'guns and roses', u'Grunge', u'heavy', u'USA', u'solo', u'Awesome', u'amazing', u'loved', u'cool']"
20,That's When You Came In,1986,4889,226000,[]
21,Act II,315,836,54000,[]
22,What We Are Dying For,352,971,414000,[]
23,Portrait,429,1084,396000,[]
24,Finale,257,651,109000,[]
25,End of Time,300,808,576000,[]
26,The Great Awakening,290,752,204000,[]
27,Sacrifice,315,844,539000,[]
28,Act II,315,836,54000,[]
29,Midnight Express,472,825,276000,[]
30,Ride The Sun,605,1098,0,[]
31,High Strangeness,1135,1957,186000,[]
32,What We Are Dying For,352,971,414000,[]
33,Portrait,429,1084,396000,[]
34,Death or Glory,36766,168339,313000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
35,The Man of Sorrows,31681,132706,388000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
36,Masterplan,1864,4632,385000,[u'atheistic']
37,Ingsoc,3101,7693,461000,"[u'Progressive metal', u'thrash metal']"
38,Intention to Deceive,3298,8057,0,[]
39,Dogmaniacal,2380,5902,355000,[u'atheistic']
40,Hang 'Em High,3571,9489,289000,[u'thrash metal']
41,F.P.C.,2752,6599,320000,[]
42,Test Your Metal,1881,11527,194000,[]
43,Pacific Grim,6895,36383,325000,"[u'death metal', u'Technical Death Metal', u'Brutal Death Metal', u'deathgrind', u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
44,Ave Exitium,6813,31682,186000,"[u'acoustic', u'emo', u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
45,Apex Blasphemy,7287,37216,225000,"[u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
46,Not Suitable For Life,7701,43273,196000,"[u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
47,Mutual Assured Destruction,7684,39624,162000,"[u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
48,Mammals in Babylon,9680,50352,249000,"[u'cattle decapitation', u'heartpiercing screams and bonecrushing growls', u'the anthropocene extinction']"
49,The Burden of Seven Billion,7856,39886,83000,"[u'interlude', u'2010s', u'2015', u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
50,Circo Inhumanitas,8394,47906,243000,"[u'death metal', u'male vocalist', u'2010s', u'english lyrics', u'2015', u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
51,Clandestine Ways (Krokodil Rot),9324,52969,274000,"[u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
52,Plagueborne,9350,54432,298000,[]
53,The Prophets of Loss,10067,60600,247000,"[u'metalcore', u'grindcore', u'hardcore', u'death metal', u'Technical Death Metal', u'Brutal Technical Death Metal', u'goregrind', u'progressive death metal', u'deathcore', u'Brutal Death Metal', u'deathgrind', u'Vegan', u'animal rights', u'progressive grindcore', u'progressive brutal death metal', u'cattle decapitation', u'the anthropocene extinction', u'k1r7m']"
54,Manufactured Extinct,13499,81308,286000,"[u'death metal', u'deathgrind', u'grindcore', u'Brutal Death Metal', u'Technical Death Metal', u'metalcore', u'hardcore', u'Brutal Technical Death Metal', u'goregrind', u'6 of 10 stars', u'progressive death metal', u'deathcore', u'Vegan', u'animal rights', u'progressive grindcore', u'progressive brutal death metal', u'cattle decapitation', u'the anthropocene extinction']"
55,Shadows of the Valley,33987,142868,452000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Favorite', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'Wasted Years part II']"
56,Death or Glory,36766,168339,313000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
57,The Book of Souls,37252,184555,627000,"[u'heavy metal', u'Power metal', u'NWOBHM', u'hard rock', u'devon', u'New Wave of British Heavy Metal', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
58,When the River Runs Deep,38280,165726,352000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'nowhere fast', u'Sunny Leone', u'jade laroche']"
59,The Red and the Black,43233,222227,813000,"[u'heavy metal', u'metal', u'hard rock', u'epic', u'NWOBHM', u'rock', u'british', u'Progressive metal', u'Progressive rock', u'Awesome', u'Power metal', u'10s', u'2010s', u'devon', u'british rock', u'British Metal', u'hilary duff', u'2010s rock', u'god damn', u'anahi', u'marie serneholt', u'2010s Metal', u'Sunny Leone', u'jade laroche']"
60,The Great Unknown,43254,184957,397000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'Favorite', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
61,Speed of Light,62573,291098,301000,"[u'heavy metal', u'love at first listen', u'NWOBHM', u'metal', u'hard rock', u'Contemporary', u'12', u'Favorite', u'Power metal', u'melodic metal', u'2015', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'2100th loved track']"
62,INTERNET,2072,4725,0,[u'fip']
63,These Colours Don't Run,128934,804899,412000,"[u'heavy metal', u'metal', u'NWOBHM', u'Iron Maiden', u'Progressive metal', u'seen live', u'hard rock', u'New Wave of British Heavy Metal', u'Guitar Solo', u'Awesome', u'war', u'These Colours Dont Run', u'beautiful', u'Progressive', u'classic metal', u'British Metal', u'bruce dickinson', u'rock', u'british', u'Favorite', u'inspiring', u'english lyrics', u'10 of 10 stars', u'instrumental metal', u'Best Band EVER', u'Maiden', u'Masters of Hard Rock', u'Gods of Metal', u'heavy', u'UK', u'calm', u'Love', u'epic', u'melodic', u'California', u'rock n roll', u'00s', u'4', u'guitar virtuoso', u'8 of 10 stars', u'epic metal', u'melodic metal', u'politics', u'2000s', u'title is a full sentence', u'6 of 10 stars', u'colours', u'45', u'aleister crowley', u'devon']"
64,INTERNET,2072,4725,0,[u'fip']
65,Cowboy Kirk,2222,5916,410000,[]
66,Alabaster,3841,9755,417000,[]
67,Am I Going Up?,2060,5450,0,[]
68,Raise Your Horns,27087,125297,264000,"[u'Melodic Death Metal', u'heavy metal', u'swedish', u'DJENT', u'death metal']"
69,Don't Bring Me Coffee,2836,8076,190000,[]
70,Death or Glory,36766,168339,313000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
71,The Book of Souls,37252,184555,627000,"[u'heavy metal', u'Power metal', u'NWOBHM', u'hard rock', u'devon', u'New Wave of British Heavy Metal', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
72,Alive,158,354,210000,[]
73,The Book of Souls,37252,184555,627000,"[u'heavy metal', u'Power metal', u'NWOBHM', u'hard rock', u'devon', u'New Wave of British Heavy Metal', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
74,Tears Of A Clown,35730,170832,299000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'6 of 10 stars', u'devon', u'New Wave of British Heavy Metal', u'hilary duff', u'robin williams', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
75,Shadows of the Valley,33987,142868,452000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Favorite', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'Wasted Years part II']"
76,Death or Glory,36766,168339,313000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
77,When the River Runs Deep,38280,165726,352000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'nowhere fast', u'Sunny Leone', u'jade laroche']"
78,Everything Is AWESOME!!!,13136,44830,163000,"[u'Soundtrack', u'Awesome', u'party', u'movie soundtrack', u'family', u'tegan and sara', u'lego', u'movie theme', u'teamwork', u'is this shit on the summer album', u'lego movie']"
79,Reclaim the Sun,5751,20913,280000,"[u'metal', u'Melodic Death Metal', u'melodeath', u'mdm']"
80,Empire of the Clouds,33142,184576,1081000,"[u'heavy metal', u'epic', u'Masterpiece', u'NWOBHM', u'metal', u'piano', u'rock', u'Progressive metal', u'hard rock', u'Symphonic Rock', u'beautiful', u'Awesome', u'orchestral', u'symphonic metal', u'epic metal', u'2015', u'devon', u'fucking incredible', u'New Wave of British Heavy Metal', u'best of 2015', u'best song', u'hilary duff', u'symphonic heavy metal', u'anahi', u'marie serneholt', u'holy shit this is sexy', u'Sunny Leone', u'jade laroche', u'their best song in years', u'this makes my dick hard']"
81,Shadows of the Valley,33987,142868,452000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'Favorite', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'Wasted Years part II']"
82,The Book of Souls,37252,184555,627000,"[u'heavy metal', u'Power metal', u'NWOBHM', u'hard rock', u'devon', u'New Wave of British Heavy Metal', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
83,When the River Runs Deep,38280,165726,352000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'nowhere fast', u'Sunny Leone', u'jade laroche']"
84,The Red and the Black,43233,222227,813000,"[u'heavy metal', u'metal', u'hard rock', u'epic', u'NWOBHM', u'rock', u'british', u'Progressive metal', u'Progressive rock', u'Awesome', u'Power metal', u'10s', u'2010s', u'devon', u'british rock', u'British Metal', u'hilary duff', u'2010s rock', u'god damn', u'anahi', u'marie serneholt', u'2010s Metal', u'Sunny Leone', u'jade laroche']"
85,The Great Unknown,43254,184957,397000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'Favorite', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
86,Speed of Light,62573,291098,301000,"[u'heavy metal', u'love at first listen', u'NWOBHM', u'metal', u'hard rock', u'Contemporary', u'12', u'Favorite', u'Power metal', u'melodic metal', u'2015', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'2100th loved track']"
87,If Eternity Should Fail,52155,240720,508000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'epic', u'one of their best songs', u'Favorite', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'just wow', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'New Wawe Of British Heavy Metal']"
88,When the River Runs Deep,38280,165726,352000,"[u'heavy metal', u'NWOBHM', u'metal', u'hard rock', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'nowhere fast', u'Sunny Leone', u'jade laroche']"
89,The Red and the Black,43233,222227,813000,"[u'heavy metal', u'metal', u'hard rock', u'epic', u'NWOBHM', u'rock', u'british', u'Progressive metal', u'Progressive rock', u'Awesome', u'Power metal', u'10s', u'2010s', u'devon', u'british rock', u'British Metal', u'hilary duff', u'2010s rock', u'god damn', u'anahi', u'marie serneholt', u'2010s Metal', u'Sunny Leone', u'jade laroche']"
90,The Great Unknown,43254,184957,397000,"[u'heavy metal', u'metal', u'NWOBHM', u'hard rock', u'Favorite', u'Power metal', u'6 of 10 stars', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche']"
91,Speed of Light,62573,291098,301000,"[u'heavy metal', u'love at first listen', u'NWOBHM', u'metal', u'hard rock', u'Contemporary', u'12', u'Favorite', u'Power metal', u'melodic metal', u'2015', u'devon', u'hilary duff', u'anahi', u'marie serneholt', u'Sunny Leone', u'jade laroche', u'2100th loved track']"
