,Songs,Listeners,Playcount,Duration,Tags
34,Feuer frei,206014,1345703,0,"[u'industrial metal', u'metal', u'industrial', u'german', u'rock', u'Rammstein', u'heavy metal', u'Soundtrack', u'deutsch', u'industrial rock', u'hard rock', u'alternative', u'Hard', u'germany', u'xxx', u'male vocalists', u'Neue Deutsche Haerte', u'tanz metal', u'Best of Rammstein', u'alternative rock', u'symphonic metal', u'Favourites', u'tanz-metall', u'NDH', u'German metal', u'Feuer Frei', u'Rammstein- Feuer Frei', u'dark', u'Awesome', u'Driving', u'electronic music', u'Songs that totaly rule', u'german dance metaL', u'Volkerball', u'heavy', u'epic', u'Soundtracks', u'Retro', u'great', u'alternative metal', u'live', u'2002', u'famous', u'neue deutsche h\xe4rte', u'Kicks ass', u'metal industrial', u'tanz metall', u'anti stres', u'metal top', u'classic rock']"
35,Lay You Down,716,1452,238000,[]
36,Shelter,43753,267136,218000,"[u'electronic', u'EDM']"
37,My Way,134477,738914,219000,"[u'tropical house', u'electronic', u'british', u'House', u'party', u'basic', u'EDM', u'Motivation', u'bad lyrics', u'playlista rmf fm', u'2016 single', u'bbc radio1 playlist 2016', u'Summer pt. 2', u'good garbage', u'feel so close 3.0']"
38,4 Minutes - feat. Justin Timberlake and Timbaland,88257,277382,0,"[u'pop', u'Madonna', u'female vocalists', u'dance', u'Justin Timberlake', u'rnb', u'road trip', u'2000s', u'4 minutes', u'high on life', u'fave female singers', u'fave tunez', u'dance tunez', u'Fave Male Singers', u'KDWB', u'alkosovi', u'fave duets', u'fave rnb tunez']"
39,Postcards From Italy,504434,4290660,256000,"[u'folk', u'indie', u'indie folk', u'balkan', u'Gypsy', u'alternative', u'Beirut', u'singer-songwriter', u'beautiful', u'summer', u'acoustic', u'00s', u'nostalgia', u'best of 2006', u'favorites', u'nostalgic', u'ukulele', u'Awesome', u'world', u'brilliant', u'Love', u'orchestral', u'melancholy', u'experimental', u'indie pop', u'sweet', u'male vocalists', u'Italy', u'Postcards from Italy', u'indie rock', u'Mellow', u'lovely', u'rock', u'favorite songs', u'happy', u'Lo-Fi', u'eclectic', u'2006', u'horns', u'amazing', u'Favorite', u'geography', u'Makes Me Smile', u'singer-songwritergdchill', u'Gipsy Folk', u'cute', u'Dreamy', u'trumpet', u'feel good', u'folkrock']"
40,Society,411296,3358978,236000,"[u'Soundtrack', u'acoustic', u'singer-songwriter', u'rock', u'Into the Wild', u'eddie vedder', u'folk', u'Grunge', u'alternative', u'beautiful', u'sad', u'chillout', u'society', u'pearl jam', u'alternative rock', u'Ballad', u'Mellow', u'american', u'accoustic guitar', u'lovely lyrics', u'indie', u'chill', u'great lyrics', u'00s', u'favorites', u'melancholy', u'melancholic', u'male vocalists', u'I could listen to this song forever', u'to listen with someone else late at night', u'emotional', u'soft', u'male vocalist', u'travel', u'FUCKING AWESOME', u'Favourite Songs', u'eddie', u'calm', u'Awesome', u'Soundtracks', u'haunting', u'folk rock', u'soulful', u'travelling', u'perfect', u'acoustic guitar', u'on the road', u'songs that break my brain', u'We can change the world', u'emotionally dramatic']"
41,Los Bandoleros (Feat. Tego Calderon),506,2546,304000,[]
42,Eres,102868,569904,279000,"[u'spanish', u'Love', u'alternative', u'latin', u'rock', u'beautiful', u'guitar', u'melancholy', u'World Music', u'male vocalists', u'Ballad', u'latin jazz', u'Rock en Espanol', u'Latin Rock', u'sweet', u'eclectonia', u'Favourite Songs', u'my soundtrack', u'Mexico lindo y Querido', u'penita']"
43,No Hay Nadie como Tú,15025,65158,288000,"[u'Hip-Hop', u'romantic']"
44,La Cómplice,1903,4910,0,[]
45,Tú Sí Sabes Quererme,6642,26446,247000,[u'eclectonia']
46,Flaca,81110,449023,287000,"[u'Rock Argentino', u'rock en espa\xf1ol', u'calamaro', u'spanish', u'Andres Calamaro', u'flaca', u'Rock en Espanol', u'rock', u'90s', u'Spanish Rock', u'Latin Rock', u'temazo', u'argentino', u'pop', u'singer-songwriter', u'argentina', u'Rock Latino', u'male vocalists', u'amo este tema', u'FLAKA', u'Enrique Bumbury', u'classic rock', u'male', u'sexy', u'pop rock', u'favorites', u'world', u'Ballad', u'Favorite', u'Espanol', u'cantautor', u'Love it', u'10 of 10 stars', u'favs', u'yeah', u'Romantica', u'really nice', u'favoritas', u'si', u'pop argentino', u'perro', u'pop espanol', u'clasico', u'hot man', u'top 100 tracks by VVG', u'VVG', u'rokker radio', u'ras129', u'yeahh', u'newbies']"
47,El Aguante,17616,86421,289000,"[u'latin grammy nominated', u'charly garcia']"
48,Encanto,1172,2512,0,[]
49,Caraluna,78768,298381,266000,"[u'latin', u'Bacilos - Caraluna', u'latino', u'spanish', u'bacilos', u'latin pop', u'caraluna', u'pop', u'rock en espa\xf1ol', u'espa\xf1ol', u'Colombia', u'Pop Latino', u'Rock en Espanol', u'dance', u'cumbia', u'classic', u'Love', u'beautiful', u'Spanish Rock', u'merengue', u'nostalgia', u'florida', u'favoritas', u'balada', u'bailable', u'me encanta', u'classic rock', u'Classical', u'rock', u'sad', u'USA', u'pop rock', u'favorites', u'memories', u'romantic', u'Canadian', u'2003', u'guitar', u'brazil', u'upbeat', u'argentina', u'american', u'cuba', u'brasil', u'Reggaeton', u'party music', u'favourite', u'emotional', u'brazilian', u'nice']"
50,La Flaca,103853,458277,208000,"[u'spanish', u'latin', u'Jarabe de palo', u'pop', u'Rock en Espanol', u'rock en espa\xf1ol', u'rock', u'90s', u'spanish pop', u'Latin Rock', u'Spanish Rock', u'chill', u'Espanol', u'pop rock', u'Mellow', u'trova', u'latin pop', u'spanisch', u'la flaca', u'sexy', u'singer-songwriter', u'easy listening', u'House', u'guitar', u'espa\xf1ol', u'Rock Latino', u'male vocalist', u'latino', u'pop en espanol', u'Espana', u'easy', u'pop espanol', u'fav songs', u'Rock Espanol', u'canalla', u'letras geniales', u'latin blues', u'palo', u'boulets', u'chillout', u'male', u'80s', u'alternative', u'Love', u'romantic', u'blues', u'ska', u'up', u'spain', u'cuba']"
51,La Vuelta Al Mundo,36957,264590,234000,"[u'calle 13', u'spanish', u'latin', u'latin pop', u'espa\xf1ol', u'Reggaeton', u'Beach', u'freedom', u'design', u'2012', u'onthehighway', u'drunk', u'macemorning', u'Dedicadas y dedicables']"
52,Latinoamérica,27650,168469,0,"[u'emission universelle', u'Panamericano', u'spanish', u'rock', u'world', u'Spanish Rock', u'latino', u""Rock 'n' Roll"", u'latin america', u'movida', u'folklore', u'fav', u'protest song', u'Protest', u'poverty', u'in spanish', u'2 of 10 stars', u'Ciudad Volatil', u'siniestro total', u'80s Pop Espanol', u'latino america', u'la vida tiene otro sabor y espanya es la mejor', u'folclor', u'anti-america', u'americanismo', u'pan-america', u'lucha latina']"
53,Ojos Color Sol,28264,124433,216000,"[u'folk pop', u'hip hop', u'pop', u'acoustic', u'beautiful', u'eclectonia', u'latin grammy nominated', u'Folk hop', u'silvio rodriguez', u'amor', u'calle 13', u'corporal elements', u'guitarra de palo', u'residente']"
54,A Desolation Song,74731,609990,308000,"[u'folk metal', u'doom metal', u'melancholic', u'neofolk', u'atmospheric', u'folk', u'Progressive metal', u'metal', u'acoustic', u'black metal', u'Atmospheric metal', u'night listening', u'Dark metal', u'Progressive Folk Metal', u'sad', u'Avant-Garde', u'melancholy', u'Post-Metal', u'dark', u'beautiful', u'Gothic Metal', u'dark folk', u'dark acoustic metal', u'Progressive rock', u'Awesome', u'Progressive', u'depressive', u'agalloch-a desolation song', u'post-rock', u'favorites', u'epic', u'Mellow', u'Pagan', u'atmospheric black metal', u'not doom metal', u'Agalloch', u'beyond beautiful', u'Consistent Dodo Radio - Flittering', u'heavy metal', u'rock', u'instrumental', u'ambient', u'slow', u'Gothic', u'melodic', u'song', u'haunting', u'Doom', u'winter', u'folk rock']"
55,Nude as the News,74831,376841,263000,"[u'indie', u'singer-songwriter', u'indie rock', u'female vocalists', u'alternative', u'Cat Power', u'rock', u'folk', u'90s', u'seen live', u'sadcore', u'Lo-Fi', u'Mellow', u'indie folk', u'experimental', u'sad', u'memories', u'calm', u'Favourites', u'Favourite Songs', u'The Trick is to Keep Breathing', u'soundtrack of my room', u'indie pop', u'favorites', u'beautiful', u'heard on Pandora', u'greatness in simplicity', u'noise', u'classic rock', u'electronic', u'female', u'jazz', u'pop', u'chill', u'japanese', u'80s', u'alternative rock', u'favorite songs', u'heavy', u'dance', u'repetitive', u'Love', u'epic', u'industrial', u'experimental techno', u'shoegaze', u'night', u'moody', u'swing', u'crazy']"
56,Nude as the News,74831,376841,263000,"[u'indie', u'singer-songwriter', u'indie rock', u'female vocalists', u'alternative', u'Cat Power', u'rock', u'folk', u'90s', u'seen live', u'sadcore', u'Lo-Fi', u'Mellow', u'indie folk', u'experimental', u'sad', u'memories', u'calm', u'Favourites', u'Favourite Songs', u'The Trick is to Keep Breathing', u'soundtrack of my room', u'indie pop', u'favorites', u'beautiful', u'heard on Pandora', u'greatness in simplicity', u'noise', u'classic rock', u'electronic', u'female', u'jazz', u'pop', u'chill', u'japanese', u'80s', u'alternative rock', u'favorite songs', u'heavy', u'dance', u'repetitive', u'Love', u'epic', u'industrial', u'experimental techno', u'shoegaze', u'night', u'moody', u'swing', u'crazy']"
57,Just Make It Stop,38743,135127,248000,"[u'2013', u'rock', u'indie rock', u'10s', u'2010s', u'indie', u'vocal', u'chill', u'alternative', u'duluth', u'slowcore', u'sub pop', u'Gay Metal', u'best of 2013', u'21st century', u'Channel X', u'best 2013', u'music choice: adult alternative', u'gr 11', u'yet 500']"
58,You’ll Find a Way - Switch & Sinden Remix,4578,11908,0,[]
59,I'm Gonna Be (500 Miles),424508,2591308,217000,"[u'80s', u'pop', u'rock', u'Scottish', u'happy', u'how i met your mother', u'Soundtrack', u'classic rock', u'folk rock', u'british', u'Love', u'folk', u'The Proclaimers', u'one hit wonder', u'upbeat', u'alternative', u'fun', u'party', u'male vocalists', u'himym', u'favorites', u'90s', u'scotland', u'nostalgia', u'singalong', u'500 miles', u'benny and joon', u'pop rock', u'guitar', u'classic', u'romantic', u'oldies', u'folk pop', u'Pop-Rock', u'One Hit Wonders', u'alternative rock', u'college rock', u'acoustic', u'happy happy joy joy', u'indie', u'favorite songs', u'catchy', u'Awesome', u'quirky', u'favourite', u'male vocalist', u'love songs', u'love song', u'celtic rock', u'male vocals']"
60,Santa Fe,316434,1895025,254000,"[u'indie', u'folk', u'indie folk', u'Beirut', u'love at first listen', u'alternative', u'indie pop', u'pop', u'10s', u'happy', u'world', u'summer', u'male vocalists', u'alternative pop', u'2011', u'balkan', u'fav', u'cities', u'Makes Me Smile', u'that summer', u'Disco', u'chill', u'instrumental', u'alternative rock', u'ambient', u'singer-songwriter', u'dance', u'favorites', u'calm', u'Love', u'cute', u'easy listening', u'chamber pop', u'beautiful', u'guitar', u'feel good', u'horns', u'Energetic', u'american', u'Mellow', u'Discovery', u'amazing', u'tribal', u'California', u'hypnotic', u'fun', u'not bad', u'fip', u'World Music', u'loved']"
61,Alligator Blood,3678,18600,237000,[]
62,Glamorous,404028,2109266,247000,"[u'pop', u'dance', u'rnb', u'Fergie', u'Hip-Hop', u'female vocalists', u'glamorous', u'00s', u'hip hop', u'party', u'top 40', u'love at first listen', u'sexy', u'female vocalist', u'2006', u'gossip girl', u'soul', u'favorites', u'american', u'r&b', u'dance pop', u'hot', u'catchy', u'cool', u'lovin the beat', u'female', u'chill', u'rap', u'Love', u'feel good', u'relaxing', u'glam', u'guilty pleasure', u'Love it', u'2000s', u'evening', u'black eyed peas', u'skins', u'delicious', u'songs that i will still be listening to in a billion years', u'so catchy it should be outlawed', u'r & b', u'favourite 00s', u'the dutchess', u'jazzysrnbpop', u'trance', u'indie', u'favorite songs', u'albums I own', u'USA']"
63,In the Woods,24997,163402,257000,"[u'acoustic', u'Jointstereo', u'metal', u'Melodic Death Metal', u'rock', u'instrumental', u'Progressive metal', u'doom metal', u'Progressive', u'death metal', u'interesting', u'Ballad', u'Dark metal', u'progressive melodic death metal', u'northern metal', u'recos', u'songs that give me chills', u'ghost brigade']"
64,Hear Me Now,67489,333004,193000,"[u'electronic', u'House']"
65,Brass In Pocket - 2006 Remastered Version,10575,22457,185000,[]
66,Smoke on the Water,878427,4111649,336000,"[u'classic rock', u'hard rock', u'rock', u'deep purple', u'70s', u'heavy metal', u'smoke on the water', u'guitar', u'british', u'Progressive rock', u'classic', u'Guitar Hero', u'live', u'metal', u'oldies', u'blues rock', u'Awesome Guitar Jams', u'favorites', u'legends', u'60s', u'70s rock', u'80s', u'Psychedelic Rock', u'1972', u'great riffs', u'heavy', u'Awesome', u'psychedelic', u'Supernatural', u'legend', u'Deep Purple family', u'Guitar Solo', u'epic', u'classics', u'seen live', u'male vocalists', u'guitar virtuoso', u'alternative rock', u'party', u'best', u'deep purple smoke on the water', u'Progressive', u'rock n roll', u'classic metal', u'Progressive metal', u'heavy rock', u'Deep Purple - Smoke On The Water']"
67,Promiscuous,475953,2553568,242000,"[u'pop', u'dance', u'female vocalists', u'Hip-Hop', u'rnb', u'Nelly Furtado', u'sexy', u'Canadian', u'hip hop', u'party', u'Timbaland', u'00s', u'promiscuous', u'female', u'singer-songwriter', u'favorites', u'female vocalist', u'alternative', u'rap', u'club', u'r&b', u'guilty pleasure', u'Nelly', u'fun', u'2006', u'folk', u'rock', u'dance pop', u'duet', u'hot', u'2000s', u'electronic', u'catchy', u'urban', u'portuguese', u'hiphop', u'Guilty Pleasures', u""r'n'b"", u'Nelly Furtado - Promiscuous', u'canada', u'latin', u'Energetic', u'female vocals', u'Favorite', u'top 40', u'Black', u'gossip girl', u'flirty', u'loose', u'very sexy']"
68,Stressed Out,306931,3078820,202000,"[u'indie', u'alternative', u'Awesome', u'love at first listen', u'my name is blurryface and i care what you think', u'hip hop', u'pop', u'rap', u'indie pop', u'10s', u'2015', u'rock', u'alternative rock', u'american', u'summer', u'amazing', u'Uplifting', u'Ballad', u'duo', u'FUCKING AWESOME', u'feelgood', u'Stuck on repeat', u'<3', u'2016', u'indie rap', u'honest', u'hit', u'play it loud', u'2015 single', u'Turn back time', u'stressed out', u'Meyers', u'my tune', u'playlista rmf fm', u'Twenty One Pilots', u'2015 favorite', u'my top 100 of 2015', u'bbc radio1 playlist 2016', u'play pretend', u'It starts with one thing I dont know why it doesnt even matter how hard you try keep that in mind i designed this rhyme', u'born in 1988', u'generation 80s']"
69,Material Girl,406370,1849367,236000,"[u'pop', u'80s', u'Madonna', u'dance', u'female vocalists', u'fun', u'Material Girl', u'american', u""80's"", u'party', u'1984', u'rock', u'female vocalist', u'electronic', u'female', u'diva', u'classic', u'dance pop', u'1985', u'happy', u'Guilty Pleasures', u'queen of pop', u'dance-pop', u'money', u'Material', u'Madonna material girl', u'singer-songwriter', u'catchy', u'new wave', u'upbeat', u'80s Pop', u'elite beat agents', u'sexy', u'Love', u'female vocal', u'Girl', u'legend', u'like a virgin', u'USA', u'pop rock', u'favorites', u'cute', u'eighties', u'female vocals', u'cool', u'top 40', u'english', u'sing along', u'amayzes loved', u'madonna-material girl']"
70,Blood In The Cut - Aire Atlantica Remix,1869,6459,0,[]
71,All Along the Watchtower,855262,4939008,238000,"[u'classic rock', u'rock', u'60s', u'psychedelic', u'guitar', u'jimi hendrix', u'Psychedelic Rock', u'cover', u'blues', u'blues rock', u'guitar virtuoso', u'hard rock', u'Bob Dylan cover', u'classic', u'covers', u'american', u'Hendrix', u'All along the watchtower', u'Awesome', u'favorites', u'singer-songwriter', u'oldies', u'Awesome Guitar Jams', u'1968', u'Bob Dylan', u'legend', u'blues-rock', u'jimi', u'male vocalists', u'Soundtrack', u'70s', u'Acid Rock', u'Guitar Solo', u'Guitar Hero', u'hippie', u'Watchmen', u'100 Greatest Guitar Solos', u'favorite songs', u'alternative', u'experimental', u'Guitar Gods', u'epic', u'guitar god', u'Progressive rock', u'funk', u'rock n roll', u'vietnam', u'the jimi hendrix experience', u'genius', u'favourite']"
72,Char,40844,239284,188000,"[u'synthpop', u'electronic', u'House', u'Canadian', u'synth pop', u'futurepop', u'duo', u'dreamwave', u'2016 single']"
73,Orinoco Flow,277442,1640064,265000,"[u'new age', u'celtic', u'enya', u'female vocalists', u'chillout', u'ambient', u'irish', u'ethereal', u'female vocalist', u'80s', u'folk', u'relaxing', u'pop', u'easy listening', u'beautiful', u'relax', u'Mellow', u'world', u'Orinoco flow', u'1988', u'soothing', u'atmospheric', u'female', u'favorites', u'Dreamy', u'fantasy', u'chill', u'peaceful', u'smooth', u'melodic', u'Favourite Songs', u'electronic', u'Classical', u'vocal', u'instrumental', u'90s', u'Meditation', u'favorite songs', u'singer-songwriter', u'catchy', u'Awesome', u'female vocals', u'top 40', u'sensual', u'JazzysNewAge', u'rock', u'downtempo', u'synth pop', u'romantic', u'synth']"
74,Close to me - Closest Mix,9499,22788,0,[u'immer 3mal mehr herzchen lieder']
75,Walking on a Dream,774150,6393263,196000,"[u'electronic', u'indie', u'indie electronic', u'pop', u'australian', u'synthpop', u'electropop', u'dance', u'electronica', u'electro', u'summer', u'00s', u'alternative', u'synth', u'love at first listen', u'Empire of the Sun', u'catchy', u'2008', u'Dreamy', u'party', u'walking on a dream', u'indietronica', u'cool', u'chillout', u'2009', u'synth pop', u'Awesome', u'Addicted', u'indie pop', u'favorites', u'Love', u'beautiful', u'Love it', u'male vocalists', u'throw your hands in the air and smile till your cheeks explode', u'epic', u'mgmt', u'songs I fucking love to death', u'australia', u'indie disco', u'the beat that my heart skipped sounded like this', u'Mellow', u'Aussie', u'Dream Dance', u'extreme happiness', u'songs i would put on a mix cd for someone i was in love with', u'rock', u'happy', u'good', u'Fave Indie Pop']"
76,More Than This,234949,1084469,250000,"[u'80s', u'rock', u'new wave', u'pop', u'glam rock', u'classic rock', u'Roxy Music', u'british', u'Mellow', u'1982', u'Progressive rock', u'art rock', u'soft rock', u'lost in translation', u'new romantic', u'GTA Vice city', u'More Than This', u'favorites', u'romantic', u'beautiful', u'male vocalists', u'pop rock', u'smooth', u'chill', u'70s', u'bryan ferry', u'Soundtrack', u'alternative', u'Love', u'Ballad', u'Pitchfork 500', u'chillout', u'britpop', u'atmospheric', u'glam', u'Grand Theft Auto', u'GTA', u'roxy', u'classic', u'alternative rock', u'dance', u'easy listening', u""80's"", u'lush', u'grins and smiles and giggles and laughs', u'1970s electrochanical', u'album rock', u'guitar', u'Progressive', u'oldies']"
77,Faded,195131,1792956,212000,"[u'EDM', u'electronic', u'pop', u'chill', u'electro', u'dance', u'epic', u'House', u'norwegian', u'synth', u'atmospheric', u'club', u'synthesizer', u'emotional', u'Ballad', u'Norway', u'10s', u'2016', u'2015', u'FM', u'2015 single', u'loveatfirstlisten', u'songs that remind me of places', u'shoegazefan', u'german number one', u'alan walker', u'playlista rmf fm', u'nocna energia', u'bbc radio1 playlist 2016', u'Iselin Solheim']"
