,Songs,Listeners,Playcount,Duration,Tags
59,Heart of Stone,40296,134539,226000,"[u'hard rock', u'rock', u'80s', u'classic rock', u'Europe', u'swedish', u'seen live', u'hair metal', u'pop rock', u'guitar', u'great', u'glam', u'male vocalists', u'80', u'8 of 10 stars', u'favs', u'thinking', u'stone', u'melodic hard rock', u'hardrock', u'hairmetal', u'Pop Metal', u'HoS', u'music I have or have to buy', u'just for you', u'Rock n life', u'it is ok', u'timmis favs', u'gitara lubie ja', u'froeigner']"
60,Cherokee,82628,331608,252000,"[u'hard rock', u'80s', u'rock', u'hair metal', u'Europe', u'classic rock', u'glam rock', u'swedish', u'80s metal', u'Cherokee', u'Glam Metal', u'80s rock', u'heavy metal', u'arena rock', u'Awesome', u'guitar', u'glam', u'yeah!', u'Hard-Rock', u'Pop Metal', u'80s hair metal', u'slgdmbestof', u'metal', u'classic', u'70s', u'epic', u'album rock', u'soft rock', u'90s', u'Avant-Garde', u'AOR', u'political', u'loved', u'heard on Pandora', u'male vocalists', u'rock n roll', u'00s', u'symphonic', u'1986', u'9 of 10 stars', u'80s Heavy Metal', u'4 Stars', u'10 of 10 stars', u'Favourite Songs', u'hair band', u'favs', u'5', u'sleaze', u'general rock', u'melodic hard rock']"
61,Ninja,37628,134623,227000,"[u'hard rock', u'80s', u'metal', u'Europe', u'Glam Metal', u'rock', u'classic rock', u'rock ballad', u'seen live', u'Power ballad', u'hair metal', u'glam', u'80', u'Ballad', u'J-rock', u'Sweden', u'9 of 10 stars', u'running', u'7 of 10 stars', u'battle', u'Guitar Solo', u'melodic hard rock', u'My Favourites', u'hairmetal', u'Pop Metal', u'Soft Metal', u'KICK', u'slgdmbestof', u'lol metal', u'hard rock hits', u'music I have or have to buy', u'La Renga', u'wasted timejt', u'SamiThaCoolOnes favourites', u'gitara lubie ja']"
62,Danger on the Track,45904,158367,225000,"[u'hard rock', u'rock', u'80s', u'Europe', u'hair metal', u'classic rock', u'metal', u'swedish', u'80s rock', u'euro trash', u'leapsandloved', u'leapsandloved2009', u'chillout', u'kitsch', u'AOR', u'glam', u'glam rock', u'Guilty Pleasures', u'Sweden', u'8 of 10 stars', u'melodic rock', u'10 of 10 stars', u'Glam Metal', u'Dangerous', u'melodic hard rock', u'80s metal', u'Pop Metal', u'Hot Rod', u'KICK', u'slgdmbestof', u'hairbands', u'hard-baladas-hard', u'danger on the track', u'my glam fav', u'schwarzerpanter', u'1980s Heavy Metal']"
63,Carrie,195283,882026,269000,"[u'80s', u'rock', u'Ballad', u'hard rock', u'classic rock', u'Europe', u'hair metal', u'rock ballad', u'Power ballad', u'Carrie', u'rock ballads', u'Love', u'swedish', u'lovesongs', u'ballads', u'power ballads', u'emotional', u'love songs', u'1986', u'names', u'classic', u'favorites', u'90s', u""80's"", u'Glam Metal', u'Europe- Carrie', u'hardrock ballads', u'piano', u'Dream', u'The Final Countdown', u'heavy metal', u'metal', u'pop', u'Progressive rock', u'soft rock', u'romantic', u'beautiful', u'male vocalists', u'english', u'1980s', u'hardrock', u'my soundtrack', u'monster ballads', u'anos 80', u'slgdm', u'Carrie - Europe', u'jazzyrockballads', u'sad', u'arena rock', u'melodic']"
64,Rock the Night,152423,691823,244000,"[u'hard rock', u'rock', u'80s', u'classic rock', u'Europe', u'hair metal', u'swedish', u'metal', u'Glam Metal', u'rock the night', u'guitar', u'My Favorites', u'heavy metal', u'male vocalists', u'melodic as hell', u'party', u'glam rock', u'80', u'Sweden', u'1980s', u'4 of 10 stars', u'true metal', u'beautiful voices', u'Play this loud enough to raise the dead', u'guitar solos', u'slgdmbestof', u'leapsandloved', u'hardrock oldskool', u'leapsandloved2009', u'Europe - Rock The Night', u'melodic heavy metal', u'seen live', u'heavy', u'favorites', u'arena rock', u'scandinavian', u'Awesome', u'night', u'Driving', u'Energetic', u'oldies', u'AOR', u'glam', u'band', u'heard on Pandora', u'1986', u'guitar virtuoso', u'Guitar Hero', u'best', u'Guilty Pleasures']"
65,The Final Countdown,680439,3202387,309000,"[u'80s', u'rock', u'hard rock', u'classic rock', u'Europe', u'hair metal', u'swedish', u'pop', u'epic', u'The Final Countdown', u'heavy metal', u'Glam Metal', u'Final Countdown', u'80s rock', u'classic', u'metal', u'oldies', u'glam rock', u'Arrested Development', u'nostalgia', u'1986', u'party', u'male vocalists', u'FUCKING AWESOME', u'GOB', u'glam', u""80's"", u'Favourites', u'cheese', u'Awesome', u'powerful', u'Pop Metal', u'favorites', u'pop rock', u'Love', u'guitar', u'synth rock', u'80s metal', u'gob bluth', u'favorite songs', u'scandinavian', u'relax', u'Sweden', u'Progressive rock', u'Retro', u'guilty pleasure', u'best song ever', u'Guilty Pleasures', u'hits', u'Love it']"
66,The Final Countdown,680439,3202387,309000,"[u'80s', u'rock', u'hard rock', u'classic rock', u'Europe', u'hair metal', u'swedish', u'pop', u'epic', u'The Final Countdown', u'heavy metal', u'Glam Metal', u'Final Countdown', u'80s rock', u'classic', u'metal', u'oldies', u'glam rock', u'Arrested Development', u'nostalgia', u'1986', u'party', u'male vocalists', u'FUCKING AWESOME', u'GOB', u'glam', u""80's"", u'Favourites', u'cheese', u'Awesome', u'powerful', u'Pop Metal', u'favorites', u'pop rock', u'Love', u'guitar', u'synth rock', u'80s metal', u'gob bluth', u'favorite songs', u'scandinavian', u'relax', u'Sweden', u'Progressive rock', u'Retro', u'guilty pleasure', u'best song ever', u'Guilty Pleasures', u'hits', u'Love it']"
67,Suicide Bomber,59,115,91000,[]
68,Government Cuts,59,116,299000,[]
69,Grave Danger,62,130,251000,[]
70,Downward Spiral,66,134,197000,[]
71,Bloodline,70,139,242000,[]
72,Fearmonger,83,164,205000,[]
73,Chemical Heritage,96,182,233000,[]
74,Violent Discipline,82,171,189000,[]
75,Infecting Them with Falsehood,7179,30310,294000,"[u'Technical Death Metal', u'death metal', u'Brutal Death Metal', u'Sweden']"
76,Dawn of the Next,5020,18644,244000,[u'Brutal Death Metal']
77,Harvest Temples,5128,19392,245000,[]
78,Century of the Vital,5373,20314,300000,"[u'death metal', u'Brutal Death Metal']"
79,Virvum,5675,21728,196000,[]
80,Of What's to Come,5990,23906,356000,"[u'death metal', u'Technical Brutal Death Metal', u'epic death metal']"
81,Unearthly Invent,6282,25816,210000,"[u'death metal', u'Technical Death Metal', u'progressive death metal', u'Brutal Death Metal', u'garten metal']"
82,Eradication Pods,6720,26810,212000,[u'Technical Death Metal']
83,Waters of Space,7217,30477,330000,"[u'Technical Death Metal', u'progressive death metal', u'Brutal Death Metal', u'metal', u'epic', u'death metal', u'riffs', u'rifftastic', u'amazing riffs', u'Deeds of Flesh']"
84,Suicide Bomber,59,115,91000,[]
85,Government Cuts,59,116,299000,[]
86,Grave Danger,62,130,251000,[]
87,Downward Spiral,66,134,197000,[]
88,Bloodline,70,139,242000,[]
89,Fearmonger,83,164,205000,[]
90,Chemical Heritage,96,182,233000,[]
91,Violent Discipline,82,171,189000,[]
92,Erase Myself,3775,22688,127000,[]
93,S.O.V.,3696,22107,162000,[]
94,Force of Neglect,4229,27857,169000,[u'bass']
95,Snake,4130,25876,125000,[]
96,Deed Before Creed,4191,26767,187000,[]
97,Deed Before Creed,4191,26767,187000,[]
98,Burnt Sacrifice,4488,29705,149000,[]
99,The Power Process,4821,33970,177000,[]
100,Primitive Rage,5253,39605,148000,[]
101,Zeitgeist,6268,45285,150000,[u'doom metal']
102,Epitaph Of The Credulous,11674,40162,224000,"[u'death metal', u'metal', u'death', u'Brutal Death Metal', u'brutal death', u'myk suffocation']"
103,Caught Between Two Worlds,624,1390,259000,[]
104,Some Things Should Be Left Alone,630,1420,203000,[]
105,...Of The Dark Light,650,1479,0,[]
106,The Violation,672,1530,221000,[]
107,Return to the Abyss,700,1612,0,[]
108,Your Last Breaths,1276,2595,276000,"[u'death metal', u'metal', u'Technical Death Metal']"
109,"""Divorce court""",1,1,0,[]
110,Municipal Geographic,1132,2580,146000,[u'instrumental']
111,American TV,32,405,170000,[]
112,Stop,604,1703,121000,"[u'80s', u'garage', u'rock', u'alternative', u'new york', u'USA', u'up on trial', u'Plumpaquatsch']"
113,She Told Me Lies,4894,12081,133000,"[u'Garage Rock', u'garage', u'rock', u'80s garage', u'MetroHadriani Loves this music', u'rockabilly soul', u'classic rock', u'metal', u'seen live', u'80s', u'punk', u'psychedelic', u'organ', u'glam rock', u'60s influenced', u'male vocalist', u'male vocalists', u'powerpop', u'surf rock', u'proto-punk', u'Garage Punk', u'mod', u'nuggets', u'chameleon', u'proto punk', u'Left of the Dial', u'Bomb', u'rock-protopunk', u'teenage kicks of my generation', u'Voci maschili', u'maschi', u'maschio', u'occhi a cuoricino', u'neo nuggets', u'i want back to the 60s', u'voce maschile', u'The Chesterfield Kings', u'wicked ganja groove', u'bands i spin', u'radio as i want it', u'up on trial', u'keyboards from heaven', u'aint no arrows']"
114,Entrance Song,50076,217969,218000,"[u'Psychedelic Rock', u'psychedelic', u'vugube62', u'alternative rock', u'indie rock', u'2010', u'Arguman-loved tracks', u'indie', u'rock', u'classic', u'alternative', u'USA', u'bass', u'party', u'Rocking', u'Garage Rock', u'cool', u'roadtrip', u'10s', u'2010s', u'Neo-Psychedelia', u""rock'n'roll"", u'midtempo', u'somafm', u'Bagel', u'duras-no', u'new songs', u'rocko', u'010s', u'a bad idea whose time has come', u'shake the dope out', u'entrance song', u'new guitar bands', u'radio as i want it', u'in with the new']"
115,Telephone,56139,230721,119000,"[u'psychedelic', u'lizvelrene2010', u'rock', u'alternative', u'Psychedelic Rock', u'indie rock', u'vugube62', u'indie', u'Retro', u'hand claps', u'alternative rock', u'post-rock', u'american', u'party', u'Garage Rock', u'garage', u'cool', u'addictive', u'2010', u'best of 2010', u'10s', u'badass', u'2010s', u'telephone', u'speed', u'under two minutes', u'drive', u'joyful', u'house md', u'somafm', u'Tanzbar', u'psychedelic surf', u'one word title', u'Bagel', u'duras-no', u'rex ferric faves', u'rocko', u'As above so below', u'010s', u'a bad idea whose time has come', u'Channel X', u'take it to the bridge', u'b already', u'muaaahaha', u'death by killer hook', u'swung groove', u'hammond rhodes wurlitzer moog', u'freakin tasty', u'even cuter than rufus wainwright in your pocket', u'in with the new']"
116,Haunting At 1300 McKinley,55832,261626,144000,"[u'Psychedelic Rock', u'indie', u'rock', u'vugube62', u'alternative', u'alternative rock', u'psychedelic', u'space rock', u'a bad idea whose time has come', u'Austin hipster action', u'indie rock', u'Garage Rock', u'fip', u'garage', u'cool', u'austin', u'2010', u'FUCKING AWESOME', u'2010s', u'Neo-Psychedelia', u'baltimore music club', u'sxsw 2011', u'midtempo', u'120 minutes', u'somafm', u'Bagel', u'duras-no', u'010s', u'shake the dope out', u'new guitar bands', u'chaser i', u'radio as i want it', u'in with the new', u'2 from each']"
117,Promised Land,39,112,0,[]
118,Monkey Gone to Heaven,771010,4212741,175000,"[u'alternative', u'rock', u'indie', u'alternative rock', u'pixies', u'80s', u'indie rock', u'Grunge', u'post-punk', u'favorites', u'american', u'1989', u'Awesome', u'classic rock', u'punk', u'90s', u'seen live', u'college rock', u'4ad', u'boston', u'the pixies', u'new wave', u'Favorite', u'monkey gone to heaven', u'chill', u'USA', u'psychedelic', u'noise pop', u'monkey', u'pop', u'catchy', u'favorite songs', u'experimental', u'happy', u'bass', u'surreal', u'summer', u'fun', u'cool', u'nostalgia', u'animals', u'beautiful', u'Mellow', u'alt rock', u'1980s', u'heaven', u'Rolling Stone 500 Greatest Songs of All Time', u'amayzes loved', u'great', u'Like']"
119,Velouria,284075,1445436,220000,"[u'rock', u'indie', u'alternative rock', u'alternative', u'indie rock', u'pixies', u'90s', u'punk', u'american', u'80s', u'4ad', u'Grunge', u'post-punk', u'loved', u'Favourites', u'theremin', u'seen live', u'indie pop', u'college rock', u'noise pop', u'Favorite', u'alt rock', u'1990s', u'rock like it should be', u'vugube62', u'USA', u'favorites', u'Love', u'Post punk', u'psychedelic', u'John Peel', u'8 of 10 stars', u'velouria', u'classic rock', u'metal', u'pop', u'chill', u'favorite songs', u'heavy', u'Surf', u'noise rock', u'hard rock', u'singer-songwriter', u'happy', u'strange', u'alternative pop rock', u'beautiful', u'Dreamy', u'feel good', u'Retro']"
120,"The Four Seasons (Le quattro stagioni), Op. 8 - Violin Concerto No. 4 in F Minor, RV 297, ""Winter"" (L'inverno): I. Allegro non molto",205,493,229000,[]
121,Totally Fucked,112,313,149000,[]
122,Bright Grey,513,1244,257000,[u'grey songs']
123,Take It Like A Man,1265,3372,201000,"[u'rock', u'pop', u'Energetic', u'man', u'recos2']"
124,My Love Explodes,8506,26533,234000,"[u'Psychedelic Rock', u'electronic', u'80s', u'alternative', u'psychedelic', u'Favourites', u'freedom', u'British Psychedelia', u'classic rock', u'electronica', u'indie', u'pop', u'rock', u'alternative pop rock', u'g', u'drugs', u'poprock', u'Summery', u'1980s', u'summer sounds', u'80s Psych']"
125,25 O'Clock,11397,37445,301000,"[u'psychedelic', u'indie pop', u'new wave', u'Psychedelic Rock', u'i am weirdly obsessed with this song', u'classic rock', u'pop', u'rock', u'80s', u'favorites', u'Favourites', u'freedom', u'Summery', u'XTC', u'randomly awesome', u'summer sounds', u'I want back to the 80s', u'lovedbybeyondwithin', u'recos2']"
126,Ball And Chain,27643,84954,270000,"[u'new wave', u'80s', u'post-punk', u'XTC', u'pop', u'rock', u'alternative', u'indie', u'british', u'alternative rock', u'indie rock', u'favorites', u'catchy', u'favorite albums', u'class struggle', u'New York City', u'personal favourites', u'eclectonia', u'Protest', u'bard', u'the good old days', u'Gary Numan', u'infectious', u'talking heads', u'1982', u'The Cars', u'interpol', u'silent intensity', u'i own', u'the word ball', u'the word chain', u'Huge fan', u'bobby likes', u'Ball and Chain', u'Pop - Adult']"
127,Monster Au-Go-Go,76,251,130000,[]
128,Shock Appeal,1212,3908,108000,"[u'Minneapolis', u'Knut Koupee']"
129,Love At First Sight,21292,71224,186000,"[u'new wave', u'rock', u'post-punk', u'80s', u'power pop', u'XTC', u'heard on Pandora', u'hard pop', u'best drums track', u'indie', u'pop', u'alternative', u'alternative rock', u'indie rock', u'Love', u'alternative pop rock', u'college rock', u'britpop', u'Post punk', u'quirky', u'Energetic', u'fun', u'fav', u'Favourites', u'sweet', u'perfect pop songs', u'personal favourites', u'eclectonia', u'poprock', u'the word love', u'Favourite Songs', u'Gary Numan', u'1980', u'talking heads', u'The Cars', u'interpol', u'songs about love', u'randomly awesome', u'catchy as hell', u'One', u'silent intensity', u'warwick and after', u'rock top', u'fav songs', u'one two thirty-six', u'cheerful songs on non-cheerful topics', u'new wave songs', u'Andy Partridge', u'colin moulding', u'dave gregory']"
130,Sgt. Rock (Is Going To Help Me),15526,60977,216000,"[u'new wave', u'80s', u'rock', u'post-punk', u'Soundtrack', u'indie', u'pop', u'punk', u'alternative', u'alternative rock', u""80's"", u'eclectonia', u'all the best', u'title is a full sentence', u'first person songs', u'Gary Numan', u'1980', u'superheroes', u'1981', u'talking heads', u'The Cars', u'interpol', u'the word go', u'the word me', u'mistagged track', u'songs about love', u'streamable track wants', u'best songs of the 80s', u'kinda cool', u'Songs with names', u'fav songs', u'parenthesized titles', u'new wave songs', u'fire up the quattro', u'the word is', u'songs that are silly', u'childhood revisited', u'the word rock', u'the word to', u'the word sergeant', u'the word help', u'songs with proper names', u'1980 songs', u'songs that make you wanna dance', u'victorious hymns', u'heavenly 101', u'Terry Chambers please play the drums once again', u'fun bass lines', u'Pop - Adult', u'boscopud pick']"
131,Science Friction,19250,54837,194000,"[u'new wave', u'alternative', u'rock', u'punk', u'post-punk', u'XTC', u'tantotempotaste', u'jerky', u'fantastic opener', u'pop', u'70s', u'80s', u'british', u'indie rock', u'UK', u'chamber pop', u'Post punk', u'male vocal', u'punk rock', u'Excellent tune', u'le dancefloor', u'intellipop', u'great opener', u'hasenradio', u'Great Names', u'i want back to the 70s', u'elises favourite songs', u'SNV', u'elises favourite artists', u'bnl influences', u'Andy Partridge', u'Rock Per Annum', u'prim painters', u'transitglambat', u'Pop - Adult', u'fontaine james']"
132,Towers Of London,25259,73841,324000,"[u'new wave', u'pop', u'rock', u'1980', u'british', u'alternative', u'indie', u'classic', u'80s', u'down tempo', u'britpop', u'post-punk', u'london', u'folk rock', u'hypnotic', u'class struggle', u'places', u'perfect pop songs', u'eclectonia', u'Favourite Songs', u'XTC', u'Gary Numan', u'talking heads', u'The Cars', u'interpol', u'songs with place names', u'jangly', u'rifftastic', u'silent intensity', u'songs about places', u'london belongs to me', u'London Loves', u'MY FAVES', u'I want back to the 80s', u'BBC6', u'songs that are bouncy', u'CurryaOke', u'pref', u'why havent you heard this', u'80 INDIE', u'songs with historical references', u'unsung', u'TOL', u'above the landscape', u'Roaming the Globe', u'Pop - Adult', u'songs about masonry', u'britishrules', u'xtc-towers of london']"
133,The Meeting Place,34555,117143,193000,"[u'new wave', u'80s', u'alternative', u'pop', u'rock', u'XTC', u'british', u'alternative pop rock', u'college rock', u'baroque pop', u'fun', u'Psychedelic Rock', u'heard on Pandora', u'guilty pleasure', u'4', u'Favourites', u'english', u'poprock', u'stuff to hear', u'swindon', u'my loved tracks', u'chill the fuck out', u'present participle', u'Pre-and-Post Punk', u'the word meet', u'the word place', u'the meeting place', u'slipping into my memories', u'jkkj', u'xtc-the meeting place']"
134,Generals And Majors,43244,154447,244000,"[u'new wave', u'80s', u'pop', u'rock', u'alternative', u'post-punk', u'indie', u'XTC', u'british', u'power pop', u'political', u'whistling', u'classic rock', u'punk', u'pop rock', u'catchy', u'quirky', u'fun', u'Uplifting', u'1980', u'Perfect Pop', u'anti-war', u'Bagel', u'kiss them for me', u'uk side of the pond', u'vocal', u'male', u'60s', u'alternative rock', u'favorite songs', u'indie rock', u'singer-songwriter', u'dance', u'Love', u'Post punk', u'beautiful', u'melodic', u'psychedelic', u'groove', u'guitar', u'Retro', u'upbeat', u'Energetic', u'atmospheric', u'oldies', u'party', u'Like', u'Rousing', u'WBER', u'male vocalists']"
135,Senses Working Overtime,88892,319439,290000,"[u'new wave', u'80s', u'alternative', u'rock', u'XTC', u'post-punk', u'pop', u'british', u'indie', u'1982', u'alternative rock', u'punk', u'indie rock', u'1980s', u'Retro', u'UK', u'dance', u'Love', u'college rock', u'acoustic', u'britpop', u'Post punk', u'art rock', u'loved', u'Recommended', u'male vocalists', u'alternative pop', u'tambourine', u'kickasstic', u'Porieux-loved', u'Andy Partridge', u'pay attention', u'whirl', u'similar to: violent femmes', u'similar to: magazine', u'similar to: minutemen', u'classic rock', u'vocal', u'male', u'classic', u'70s', u'favorite songs', u'power pop', u'singer-songwriter', u'pop rock', u'favorites', u'memories', u'happy', u'power', u'epic']"
136,Making Plans for Nigel,132085,553363,253000,"[u'new wave', u'80s', u'alternative', u'rock', u'70s', u'post-punk', u'XTC', u'indie', u'british', u'pop', u'1979', u'punk', u'Recommended', u'kickasstic', u'pay attention', u'Pitchfork 500', u'classic rock', u'male vocalists', u'favorites', u'perfect pop songs', u'names', u'making plans for nigel', u'classic', u'alternative rock', u'indie rock', u'college rock', u'other', u'Favourites', u'best album openers', u'songs that i will still be listening to in a billion years', u'XTC-Making Plans For Nigel', u'electronic', u'power pop', u'pop rock', u'happy', u'guitar', u'singer songwriter', u""80's"", u'brilliant', u'1980s', u'Favourite Songs', u'songs that put me in a good mood', u'nigel', u'swindon', u'tantotempotaste', u'nouvelle vague originals', u'malloy2000 playlist - top songs - classical to metal', u'fantastic opener', u'similar to: violent femmes', u'similar to: magazine']"
137,In Every Dream Home (A Nightmare),1511,3826,270000,"[u'rock', u'80s', u'new wave', u'eclectonia', u'1980', u'Joe Jackson', u'blue light rain']"
138,Someone Up There,3060,7567,231000,"[u'new wave', u'80s', u'RockPop', u'1980', u'Joe Jackson', u'play me some more']"
