,Songs,Listeners,Playcount,Duration,Tags
10,Re-Arranged,238455,1259427,354000,"[u'Nu Metal', u'rapcore', u'rock', u'limp bizkit', u'metal', u'alternative rock', u'alternative', u'Nu-metal', u'90s', u'Re-Arranged', u'rap metal', u'favorites', u'rap', u'1999', u'favorite songs', u'crossover', u'Love it', u'male vocalist', u'Masterpiece', u'wrif-fm', u'depressive', u'songs that kill you inside', u'hip hop', u'emo', u'hard rock', u'bass', u'american', u'loved', u'rock band', u'FUCKING AWESOME', u'10 of 10 stars', u'rock band dlc', u'grew up on', u'top 500 Essential songs', u'top rock songs', u'Songs for sad moods', u'songs that make me think', u'significant other', u'truth in lyrics', u'Painful memories', u'heavy metal', u'seen live', u'indie', u'pop', u'Hard', u'sexy', u'indie rock', u'pop rock', u'memories', u'catchy']"
11,Limp Bizkit  / Outro,1875,5154,0,[]
12,Fighting Tao,9429,52470,264000,"[u'rock', u'alternative', u'alternative rock', u'Progressive rock', u'Progressive', u'hurt', u'just great', u'songs to sing along with', u'great unknown band', u'goodbye to the machine', u'nominated in the category best song']"
13,Arabian Night,21,56,0,[]
14,Blasphemy 2.0,4895,29493,0,"[u'instrumental', u'Blasphemy soundtrack', u'Soundtrack', u'symphonic', u'Immediate Music', u'great', u'Favorite']"
15,Town Meeting Song,48752,196727,176000,"[u'Soundtrack', u'tim burton', u'christmas', u'Soundtracks', u'nightmare before christmas', u'danny elfman', u'vocal', u'waltz', u'musical', u'the nightmare before christmas', u'American film score composers', u'favorites', u'beautiful', u'Awesome', u'flute', u'90s', u'musicals', u'pretty', u'favourite', u'brilliant', u'Disney', u'all the best', u'1994', u'cast recordings', u'show tunes', u'score', u'animation', u'catchy songs', u'Best Songs of the 90s', u'creeping chaos', u'I laughed - cried - it changed my life', u'oogie boogie', u'aiwendilia', u'ulalume-for-later']"
16,The Real Thing,112872,563373,491000,"[u'rock', u'alternative rock', u'alternative metal', u'metal', u'mike patton', u'80s', u'funk metal', u'alternative', u'hard rock', u'faith no more', u'the real thing', u'experimental', u'Progressive rock', u'crossover', u'heavy metal', u'Progressive metal', u'90s', u'american', u'Progressive', u'rap metal', u'epic', u'funk', u'patton', u'1989', u'best of 1989', u'Love', u'Experimental Rock', u'Awesome', u'bass', u'moody', u'Avant-garde Metal', u'FUCKING AWESOME', u'10 of 10 stars', u'80s metal', u'fucking great', u'80s rock', u'LastfmSC', u'meaty beaty big and bouncy', u'headbangers ball', u'laaargo', u'mike patton is amazing', u'classic rock', u'seen live', u'indie', u'soul', u'punk', u'hardcore', u'sexy', u'Stoner Rock', u'favorites']"
17,Mistress from the Sucking Pit,9413,39048,419000,"[u'black metal', u'Symphonic Black Metal', u'Gothic Metal']"
18,Ideomotor,12937,86199,487000,"[u'Melodic Death Metal', u'metal', u'metalcore', u'heavy metal', u'Female fronted metal', u'female vocalists', u'9 of 10 stars', u'Eargasm', u'10 of 10 stars', u'awesomeness', u'great outro', u'amazing guitar solo', u'Epic Showcase of musicianship', u'porra', u'caralho', u'i cant hear you over the sound of how awesome this is', u'takiej solowki to dawno nie slyszalem', u'one of the best songs on the new album', u'Alissa White-Gluz', u'esti ginzburg', u'mathilde hubert', u'chloe saive', u'puma swede', u'ai meu core', u'alissa sua linda te amo mano', u'iscrimo porra']"
19,Łza dla cieniów minionych,21945,397970,189000,"[u'thrash metal', u'heavy metal', u'polish', u'metal', u'polish metal', u'kat', u'polish music', u'black metal', u'romantic', u'Ballad', u'fav', u'melancholy', u'zajebiste', u'best vocalists', u'beautiful', u'speed metal', u'art rock', u'ulubione', u'metal ballad', u'metal ballads', u'ballada', u'heavy metal ballad', u'cudne', u'heavy', u'poetry', u'old metal', u'favourite', u'poland', u'polskie', u'blackened thrash metal', u'Amazing song', u'best ever', u'eastern european metal', u'blackened heavy metal', u'silent intensity', u'rock metal', u'great metal song', u'ballady', u'polish thrash metal', u'polish heavy metal', u'katharsis', u'boskie', u'JRC', u'finski gotyk', u'gargulec', u'my dark side', u'suicidal lovers', u'avantgarde gothic rock flavour with poetic lyrics', u'niezwyka piosenka', u'Kat-lza dla cieniow minionych']"
20,Only One,223511,1027357,146000,"[u'Nu Metal', u'metal', u'Slipknot', u'alternative metal', u'heavy metal', u'Only One', u'rock', u'hard rock', u'Nu-metal', u'rapcore', u'rap metal', u'alternative', u'hardcore', u'death metal', u'favorites', u'american', u'thrash metal', u'industrial metal', u'metalcore', u'alternative rock', u'funk metal', u'Awesome', u'angry', u'RapMetal', u'9 of 10 stars', u'numetal', u'groove metal', u'experimental metal', u'new metal', u'in love', u'maggot music', u'corey taylor', u'aggressive metal', u'nu- metal', u'screamoo', u'Mate Feed Kill Repeat', u'slipknot - only one anders vocals', u'slipknotslipknot', u'my guerilla', u'Hip-Hop', u'seen live', u'Grunge', u'rap', u'experimental', u'C', u'Avant-Garde', u'funky', u'german', u'radiohead', u'great lyrics']"
21,Never an Absolution,39306,146771,183000,"[u'Soundtrack', u'instrumental', u'titanic', u'James Horner', u'celtic', u'Celtic melodys', u'90s', u'easy listening', u'Scottish', u'beautiful', u'Soundtracks', u'cinema', u'3', u'deutsch', u'irish', u'nice', u'4', u'get', u'film score', u'movie score', u'wow', u'nostalgia', u'film music', u'loneliness after dusk', u'1997', u'collection', u'Movies', u'5', u'songs I absolutely love', u'colonna sonora', u'so sad', u'xynod', u'gilbert', u'klein theme favorites', u'my cd collection', u'songs to sleep to', u'3P', u'colonne sonore', u'Strumentale', u'Best Movie', u'horner', u'American film score composers', u'filmweb', u'Nicolas Gombert', u'the knitting', u'Contimplative', u'na spokojnie', u'ostfavdejf15', u'gilbert linley', u'Meine Privat-CD-Sammlung']"
22,Sargon's Legion,706,4872,0,[]
23,Redeemer,1722,7090,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
24,Multiple Jacks,57676,257697,231000,"[u'Soundtrack', u'Pirates of the Caribbean', u'instrumental', u'Hans Zimmer', u'Soundtracks', u'favourite', u'dark ambient', u'crossing the desert', u'Classical', u'Awesome', u'cinema', u'atmospheric', u'Disney', u'movie soundtrack', u'rhythm', u'score', u'simply amazing', u'bso', u'At Worlds End', u'the best of soundtrack', u'crab theme', u'march of the crabs', u'downtempo', u'favorites', u'techno', u'beautiful', u'film', u'crazy', u'ost', u'melancholy', u'german', u'wow', u'march', u'Movies', u'crabs', u'sainker xp', u'Dry', u'animal kingdom', u'crab', u'Weird stuff', u'aerial', u'Bloody Good', u'musique de film', u'mania', u'Marek', u'Study Background Music', u'Media Ventures', u'phobia', u'Captain Jack Sparrow', u'Brilliant listening']"
25,Paradise Lost,113669,888235,191000,"[u'rapcore', u'hollywood undead', u'screamo', u'alternative rock', u'alternative rap', u'rock', u'I LIKE THIS SONG', u'crunkcore', u'Hip Hop-Hardcore', u'hardcore', u'rap', u'Awesome', u'electronic', u'swan songs', u'hip hop', u'punk', u'emo', u'experimental', u'Crunk', u'hardcore rap', u'6 of 10 stars', u'rap rock', u'rap-hardcore', u'fucking love', u'My JamZ', u'I fucking love this band', u'dat bomb shit', u'Hip-Hop', u'alternative', u'hard rock', u'favorites', u'epic', u'american', u'pretty', u'amazing', u'cool', u'funny', u'post-hardcore', u'Nu Metal', u'FUCKING AWESOME', u'rap metal', u'3 stars', u'despair', u'Favourite Songs', u'sad songs', u'Tag', u'myspace', u'scenecore', u'not emo', u'Scene']"
26,Dig Up Her Bones / Crying On Saturday Night (Live CBGB '06),567,2698,0,[]
27,Globus Hystericus,30948,209527,221000,"[u'Melodic Death Metal', u'metal', u'death metal', u'metalcore', u'Female fronted metal', u'female fronted metalcore', u'female vocalists', u'female vocals', u'Melodic Deathcore', u'epic', u'Awesome', u'drums', u'overrated', u'FUCKING AWESOME', u'melodic death', u'canadian metal', u'melodeath', u'female growl', u'bullet-fast drums', u'Fucking Heavy', u'melodic death metalcore', u'The Agonist', u'Bullet Drums', u'like this shit', u'This BAND is insane', u'Beauty and the Beast vocal style', u'The Agonist Globus Hystericus']"
28,Emit Remmus,417495,1721418,240000,"[u'rock', u'alternative rock', u'Funk Rock', u'alternative', u'Red Hot Chili Peppers', u'funk', u'90s', u'California', u'american', u'hard rock', u'californication', u'favorites', u'bass', u'summer', u'rhcp', u'Awesome', u'distortion', u'Favourite Songs', u'1999', u'90s Rock', u'Emit Remmus', u'seen live', u'sexy', u'Love', u'guitar', u'funky', u'sex', u'los angeles', u'funk-rock', u'general rock', u'flea', u'John Frusciante', u'alternative funk', u'chad smith', u'rock tag', u'pop', u'favorite songs', u'Progressive rock', u'Contemporary', u'RockPop', u'london', u'groove', u'Sleep', u'Rainy Day', u'aggressive', u'Uplifting', u'cool', u'heard on Pandora', u'male vocalist', u'male vocalists']"
29,PRINCESS -Revival of church-,7144,81582,497000,"[u'symphonic metal', u'visual kei', u'J-rock', u'japanese', u'metal', u'Versailles', u'Progressive', u'melodic speed metal', u'Power metal', u'melodic metal', u'FUCKING AWESOME', u'neo-classical metal', u'Visual Rock', u'Versallies', u'classical music influenced']"
30,The God That Failed,353959,1858346,305000,"[u'metal', u'heavy metal', u'thrash metal', u'metallica', u'hard rock', u'rock', u'90s', u'american', u'1991', u'favorites', u'heavy', u'The God That Failed', u'speed metal', u'classic rock', u'seen live', u'8 of 10 stars', u'Power metal', u'Guitar Solo', u'classic metal', u'american metal', u'90s hard rock', u'90s heavy metal', u'male', u'thrash', u'alternative metal', u'FUCKING AWESOME', u'7 of 10 stars', u'90s Rock', u'Bay Area', u'90s metal', u'the best of metallica', u'hard or heavy', u'fuck religion', u'Metalica', u'pop rock', u'epic', u'arena rock', u'Awesome', u'guitar', u'California', u'blues rock', u'heard on Pandora', u'Black', u'heard live', u'seen in concert', u'religion', u'depressive', u'2 of 10 stars', u'yay area', u'over 5 minutes long']"
31,Arcana NC,834,2460,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'dramatic', u'symphonic', u'dynamic', u'Immediate Music']"
32,The Nameless,303269,1833900,268000,"[u'metal', u'Nu Metal', u'Slipknot', u'alternative metal', u'heavy metal', u'rock', u'Nu-metal', u'metalcore', u'hard rock', u'alternative', u'hardcore', u'corey taylor', u'favorites', u'thrash metal', u'maggot music', u'angry', u'american', u'Vol 3 The Subliminal Verses', u'slipknot - the nameless', u'Love', u'industrial', u'death metal', u'great lyrics', u'FUCKING AWESOME', u'Metal bands', u'the nameless', u'seen live', u'emo', u'Awesome', u'2004', u'drums', u'good', u'english', u'heavy rock', u'2000s', u'<3', u'Insanity', u'soad', u'718 Metal', u'so fucking good', u'awesome voice', u'my kind of love', u'This Song Describes Me', u'head bang n stuff', u'Masterpieces of Disasterpieces', u'electronic', u'hip hop', u'classic', u'favorite songs', u'heavy']"
33,Vacancy,47075,343485,266000,"[u'metalcore', u'metal', u'Christian Metalcore', u'christian', u'beautiful', u'melodic metalcore', u'FUCKING AWESOME', u'Christian Hardcore', u'vocal', u'hardcore', u'Progressive metal', u'Favorite', u'melodic metal', u'Metal Blade Records', u'Fav Traxs of All Time', u'wraugh', u'regency ballroom 2010', u'Post Apocalyptic Lounge', u'the powerless rise', u'emily ratajkowski', u'moera michalon', u'chloe saive', u'kate frost']"
34,You Know What They Do to Guys Like Us in Prison,352361,2553485,174000,"[u'rock', u'emo', u'my chemical romance', u'alternative', u'punk', u'punk rock', u'alternative rock', u'mcr', u'screamo', u'favorites', u'pop punk', u'Love it', u'seen live', u'Favorite', u'Awesome', u'american', u'three cheers for sweet revenge', u'epic', u'post-hardcore', u'indie', u'favorite songs', u'2004', u'00s', u'Favourites', u'<3', u'Emo rock', u'indie rock', u'male vocalists', u'You Know What They Do to Guys like us in Prison', u'hard rock', u'Love', u'angry', u'gay', u'amazing', u'fun', u'love at first listen', u'emocore', u'addictive', u'post hardcore', u'FUCKING AWESOME', u'Gerard Way', u'Faves', u'stuff', u'alt', u'current favourites', u'Punk-Rock', u'emo punk', u'angry music', u'things wrong with music today', u'WHAT THE FUCK IS THIS SHIT']"
35,My Sweet Shadow,169610,1718809,278000,"[u'Melodic Death Metal', u'metal', u'death metal', u'gothenburg metal', u'Swedish Metal', u'In Flames', u'heavy metal', u'swedish', u'alternative metal', u'seen live', u'melodic metal', u'favorites', u'Awesome', u'great', u'FUCKING AWESOME', u'black metal', u'rock', u'gothenburg', u'favourite', u'thrash metal', u'scandinavian metal', u'melodic death', u'headbangers ball', u'metalcore', u'favorite songs', u'Progressive metal', u'hard rock', u'melodic', u'symphonic metal', u'Favourites', u'Power metal', u'epic metal', u'Favourite Songs', u'Kickin ass', u'Electronic Melodic Death Metal', u'melodic death medal', u'post-rock', u'Love', u'dark', u'speed metal', u'Favorite', u'Nu Metal', u'Sweden', u'9 of 10 stars', u'fantasy metal', u'Love it', u'One of the best', u'7 of 10 stars', u'synths', u'Swedish Death Metal']"
36,Upside Down Kingdom,50249,371514,240000,"[u'metalcore', u'metal', u'christian metal', u'FUCKING AWESOME', u'thrash metal', u'Christian Metalcore', u'Progressive metal', u'christian', u'Favourite Songs', u'hardcore', u'beautiful', u'Melodic Death Metal', u'post-hardcore', u'Christian Hardcore', u'kick ass', u'melodic metalcore', u'awesome lyrics', u'Metal Blade Records', u'udk', u'Metawesomeness', u'cameron diaz', u'wraugh', u'the powerless rise', u'Best of duel', u'charlene lallemand', u'aurelie dotremont', u'gianna michaels']"
37,"As Above, So Below",19370,87743,276000,"[u'guitar virtuoso', u'heavy metal', u'neo-classical metal', u'rock', u'Power metal', u'instrumental', u'hard rock', u'Yngwie Malmsteen', u'metal', u'swedish', u'Progressive metal', u'guitar', u'neo-classical', u'neo classical metal', u'10 of 10 stars', u'Shred', u'Cm', u'dumb lyrics', u'awesome guitar']"
38,Serenata,6042,59765,0,"[u'instrumental', u'Soundtrack', u'epic', u'symphonic', u'beautiful', u'choir', u'violins', u'ambient', u'Love', u'makes me cry', u'final fantasy', u'powerful', u'touching', u'my music', u'the best', u'serenata', u'song of the day', u'Immediate Music', u'one of the best ever', u'Forever Love', u'similar tracks: globus - Orchard of Mines', u'zipfelmonster']"
39,Quiet Glory NC,378,1552,0,[]
40,Def Con NC,768,2591,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
41,Fate Of The World,974,5646,0,[]
42,Where Mighty Rivers Run,1646,7324,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
43,Coronation (Choir),2455,11922,0,"[u'choir', u'orchestral', u'symphonic', u'Soundtrack', u'instrumental', u'Immediate Music']"
44,Vengeance NC,783,1854,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
45,Clash Of Titans,1579,11275,0,[]
46,Global Crisis #2 NC,521,2000,0,[]
47,The Rosary Vendetta,1711,7547,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
48,Reluctant Warrior NC,436,1713,0,[]
49,Fury Unleashed,1113,7750,74000,"[u'Soundtrack', u'instrumental', u'choral', u'choir']"
50,Armed By Faith Orch,776,2472,0,[]
51,The Black Pearl,1798,7173,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
52,Prelude,2806,14275,0,"[u'Soundtrack', u'instrumental', u'symphonic', u'Immediate Music']"
53,The Brave Shall Rise,692,5365,0,[]
54,Sacrificium Drums,796,2056,0,[]
55,Global Crisis #1,736,4109,0,[]
56,Countdown To Oblivion NC,707,1669,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
57,4 Horsemen Build,752,2096,0,[]
58,4 Horsemen Drums #1,859,2375,0,[]
59,The Black Legend,3140,14745,0,"[u'instrumental', u'Soundtrack', u'trailer', u'symphonic', u'Immediate Music']"
60,Where Mighty Rivers Run Choir,768,2358,0,[]
61,Coronation,3128,12457,0,"[u'Soundtrack', u'epic', u'orchestral', u'symphonic', u'instrumental', u'neoclassical', u'Trailer Music', u'Immediate Music']"
62,Rex Eternum NC,440,1857,0,[]
63,The Gathering (Choir),1908,8851,0,"[u'Soundtrack', u'instrumental', u'choir', u'symphonic', u'Immediate Music']"
64,The Ludlum Conspiracy,1655,6382,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
65,Building A Better Dream,13,19,0,[]
66,Infernalis NC,740,1834,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
67,Prometheus Rising NC,594,2203,0,[]
68,Birth Of A Nation (Choir),2339,10435,0,"[u'Soundtrack', u'instrumental', u'symphonic', u'Immediate Music', u'out of mind']"
69,Waking Up In Pleasonton,3,3,0,[]
70,Love & War (Choir),2089,12255,0,"[u'choir', u'Soundtrack', u'instrumental', u'orchestral', u'epic', u'symphonic', u'Music to die to', u'Immediate Music', u'music I wanna hug but can not hug because it is music and you can not hug sounds', u'epic choir']"
71,The Tempest NC,708,1743,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
72,Mr. Wonderful,450,1584,0,[]
73,Imperativa (Choir),2863,22398,0,"[u'orchestral', u'Soundtrack', u'electronic', u'instrumental', u'choir', u'Energetic', u'symphonic', u'Immediate Music']"
74,Return Of The King NC,456,1784,0,[]
75,Fahrenheit (Choir),2802,18505,0,"[u'instrumental', u'faren choir', u'Soundtrack', u'epic', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
76,The Gathering,3248,12065,99000,"[u'instrumental', u'Soundtrack', u'symphonic', u'Trailer Music', u'Immediate Music']"
77,Liberty Shield,3883,23705,0,"[u'instrumental', u'orchestral', u'Classical', u'choir', u'Soundtrack', u'Love', u'beautiful', u'Awesome', u'symphonic', u'best song ever', u'FUCKING AWESOME', u'Masterpiece', u'1337', u'Incredible', u'Immediate Music', u'Love that', u'the most incredible out of this world song']"
78,Mythos,613,2690,0,[]
79,Tempest Choir,772,1995,0,[]
80,League Of Justice (Choir),2066,9105,0,"[u'instrumental', u'choir', u'Soundtrack', u'Classical', u'orchestral', u'symphonic', u'Immediate Music']"
81,4 Horsemen 2.0,1706,6792,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
82,Salveus NC,699,1839,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
83,All Hell Break's Loose,2395,10119,0,[]
84,Providence,520,2049,0,[]
85,Skull And Crossbones NC,556,2193,0,[]
86,4 Horsemen 2.0 NC,723,1888,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
87,Rosary Vendetta Orch,747,2155,0,[]
88,Infernalis Drums Fast,771,2071,0,[]
89,Onward To Glory,1637,6369,0,"[u'instrumental', u'Soundtrack', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
90,Serenata (Choir),2983,28318,0,"[u'Soundtrack', u'orchestral', u'beautiful', u'instrumental', u'epic', u'Awesome', u'melodic', u'choir', u'symphonic', u'Favorite', u'powerful', u'tragic', u'mournful', u'the best', u'Immediate Music', u'tanmlanamaz guzellikte']"
91,Sargon's Legion NC,468,1862,0,[]
92,Sacred Journey NC,423,1529,0,[]
93,Timburton Hollow,1581,5611,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
94,Liberation! (Choir),2293,12616,0,"[u'Soundtrack', u'instrumental', u'choir', u'Classical', u'orchestral', u'symphonic', u'Immediate Music']"
95,Heaven's Warriors,1581,6996,0,"[u'Soundtrack', u'instrumental', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
96,Blasphemy 2.0 (Choir),2962,17628,0,"[u'instrumental', u'choral', u'orchestral', u'Soundtrack', u'choir', u'symphonic', u'Trailer Music', u'Immediate Music', u'blas']"
97,Heaven's Warriors NC,840,2100,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
98,Return Of The King,748,4444,0,[]
99,Reluctant Warrior,631,3441,0,[]
100,Divide And Conquer,772,4559,0,[]
101,Believe Drums #1,36,50,0,[]
102,Sixty Voices Rise - 1,1668,5348,0,[]
103,Final Omen 2.0,3451,16212,0,"[u'instrumental', u'orchestral', u'Soundtrack', u'orchestra', u'symphonic', u'Immediate Music']"
104,Barbarians At The Gate,2780,14004,131000,"[u'instrumental', u'Soundtrack', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
105,Army Of Justice,910,5331,0,[]
106,A Call To Valor,9,11,0,[]
107,Judgement Day,4029,19165,0,"[u'instrumental', u'Soundtrack', u'symphonic', u'Immediate Music']"
108,Prelude (Choir),2055,12995,0,"[u'Soundtrack', u'instrumental', u'electronic', u'pop', u'choir', u'symphonic', u'Immediate Music']"
109,Epicon,3447,21791,0,"[u'instrumental', u'orchestral', u'symphonic', u'Immediate Music', u'Soundtrack', u'Classical', u'choir', u'Epicon', u'epic', u'3', u'1', u'nice', u'super', u'4', u'2', u'5', u'Trailer Music']"
110,Infernalis (Groove),755,2032,0,[]
111,Countdown To Oblivion Orch,721,1830,0,[]
112,Crusade (Choir),2608,15095,0,"[u'Soundtrack', u'instrumental', u'epic', u'choir', u'orchestral', u'symphonic', u'Immediate Music']"
113,Avenger,5289,33949,0,"[u'instrumental', u'Soundtrack', u'epic', u'Awesome', u'orchestral', u'symphonic', u'Favorite', u'Immediate Music']"
114,Rising Empire NC,823,2148,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
115,Liberation!,3305,16139,0,"[u'Soundtrack', u'instrumental', u'symphonic', u'Immediate Music']"
116,Believe,2388,12684,0,"[u'instrumental', u'Soundtrack', u'symphonic', u'choir', u'orchestral', u'Immediate Music']"
117,The Quest,2281,8057,0,"[u'instrumental', u'Soundtrack', u'symphonic', u'FUCKING AWESOME', u'Immediate Music']"
118,Rex Eternum,735,4494,0,[]
119,There Comes A Time NC,381,1560,0,[]
120,Blasphemos NC,810,1987,0,"[u'Soundtrack', u'instrumental', u'orchestral', u'symphonic', u'Immediate Music']"
121,A Hero Among Us NC,409,2490,0,[]
122,Dark Side Of Power,2457,17774,0,"[u'Soundtrack', u'choir']"
123,With An Iron Fist NC,673,3392,0,[]
