,Songs,Listeners,Playcount,Duration,Tags
10,Lately - From The HBO Series True Detective / Series Finale Version,2099,8075,0,[]
11,Far From Any Road,128609,1074366,168000,"[u'country', u'true detective', u'Alt-country', u'Soundtrack', u'americana', u'folk', u'tv theme', u'true detective ost', u'theme', u'american', u'alt country', u'classic rock', u'rock', u'classic', u'female vocalists', u'singer-songwriter', u'easy listening', u'guitar', u'trumpet', u'haunting', u'ost', u'melancholic', u'fip', u'wishlist', u'male vocalists', u'interesting', u'country rock', u'alternative country', u'duet', u'wow', u'perfect', u'neo folk', u'FUCKING AWESOME', u'2000s', u'radio paradise', u'radioparadise', u""I'm in love"", u'misc', u'love the lyrics', u'2010s', u'chillin', u'Feel Good Music', u'movie', u'earworm', u'old', u'fire', u'cowboys', u'2014', u'too cool for normal tags', u'gothic americana']"
12,Süsswasserfisch,621,2276,200000,[]
13,Verrückt,23725,213318,204000,"[u'industrial metal', u'neue deutsche h\xe4rte', u'rock', u'industrial', u'metal', u'hard rock', u'german', u'Neue Deutsche Haerte', u'female and male vocalists', u'Gothic', u'deutsch', u'industrial rock', u'super', u'male vocalists', u'Gothic Rock', u'2012', u'single', u'10 of 10 stars', u'6 of 10 stars', u'<3', u'Neue Deutsche Harte', u'ohrwurm', u'NDH', u'german industrial', u'fucking brilliant', u'metal industrial', u'schl4nd', u'fuckin good', u'song i have seen live', u'eisbrecher', u'akirahoshi dark', u'akirahoshi unsure', u'Jo Klase ey', u'Besser geht nimmer', u'Ryo-Jas']"
14,Zwischen uns,14866,82449,217000,"[u'industrial metal', u'neue deutsche h\xe4rte', u'german industrial metal']"
15,Silent So Long,2941,10523,317000,"[u'hard rock', u'industrial metal', u'Jonathan Davis', u'industrial', u'Korn', u'Richard Kruspe']"
16,Faust,5645,24182,222000,"[u'hard rock', u'industrial metal']"
17,Happy Times,2723,9971,216000,[u'alternative']
18,Giving Up,5906,26920,238000,"[u'industrial metal', u'hard rock']"
19,Born On My Own,6617,31534,280000,"[u'hard rock', u'industrial metal']"
20,Rainbow,9860,55538,214000,"[u'hard rock', u'industrial metal']"
21,Rock City,7321,22954,208000,[u'4 of 10 stars']
22,Get Down,7651,25681,272000,[u'alternative']
23,Eat You Alive,15989,58166,213000,"[u'metal', u'alternative', u'hard rock', u'industrial', u'industrial metal']"
24,The Light,45652,254230,258000,"[u'metal', u'rock', u'Awesome', u'alternative metal', u'10s', u'heavy metal', u'alternative', u'hard rock', u'beautiful', u'american', u'Nu Metal', u'perfect', u'2010s', u'6 of 10 stars', u'Illinois', u'2015', u'american metal', u'Pop Metal', u'american rock', u'2010s rock', u'2010s Metal', u'illinois rock', u'Illinois Metal']"
25,Open Your Eyes,44263,215032,237000,"[u'metal', u'rock', u'heavy metal', u'alternative metal', u'alternative', u'hard rock', u'Nu Metal', u'10s', u'2010s', u'6 of 10 stars', u'NWOAHM', u'2010s rock', u'2010s Metal']"
26,Hell,89174,602445,255000,"[u'metal', u'Nu Metal', u'hard rock', u'Disturbed', u'heavy metal', u'Nu-metal', u'rock', u'alternative', u'heavy', u'american', u'alternative metal', u'10s', u'hell', u'fight', u'unreleased track', u'alternative rock', u'Progressive metal', u'Awesome', u'male vocalist', u'war', u'2011', u'Favorite', u'FUCKING AWESOME', u'7 of 10 stars', u'Favourite Songs', u'guitar god', u'mainstream rock', u'lacrimaindarkness', u'Adam Title', u'Beloved tracks', u'chicago blackhawks', u'MetallicaSMC', u'david draiman', u'Cool Unreleased Track', u'2010s Metal', u'lts', u'Need For Speed Showdown']"
27,The Eye of the Storm,32871,126008,80000,"[u'metal', u'Nu Metal', u'heavy metal', u'rock', u'instrumental', u'intro', u'alternative metal', u'1 star']"
28,Who,25592,121483,286000,"[u'metal', u'rock', u'alternative metal', u'heavy metal', u'alternative', u'Nu Metal', u'6 of 10 stars']"
29,Legion Of Monsters - Bonus Track,6261,21695,0,[]
30,Immortalized,45596,239506,258000,"[u'metal', u'alternative metal', u'heavy metal', u'rock', u'Nu Metal', u'alternative', u'alternative rock', u'hard rock', u'american', u'love at first listen', u'6 of 10 stars']"
31,Old Friend,31079,155480,215000,"[u'metal', u'alternative metal', u'dexter', u'333', u'heavy metal', u'rock', u'alternative rock', u'Favorite', u'Nu Metal', u'10s', u'bonus track', u'5 of 10 stars', u'hard metal']"
32,Who,25592,121483,286000,"[u'metal', u'rock', u'alternative metal', u'heavy metal', u'alternative', u'Nu Metal', u'6 of 10 stars']"
33,What Are You Waiting For,38071,187105,243000,"[u'metal', u'alternative metal', u'heavy metal', u'Nu Metal', u'rock', u'alternative', u'alternative rock', u'hard rock', u'Favorite', u'Power metal', u'6 of 10 stars']"
34,Legion Of Monsters - Bonus Track,6261,21695,0,[]
35,This Moment,106350,637723,185000,"[u'metal', u'Nu Metal', u'hard rock', u'Soundtrack', u'Disturbed', u'heavy metal', u'rock', u'alternative', u'alternative metal', u'alternative rock', u'Nu-metal', u'transformers', u'american', u'2007', u'FUCKING AWESOME', u'metalcore', u'favorite songs', u'thrash metal', u'rapcore', u'metallica', u'hardrock', u'Fuckin AWESOME', u'2000s rock', u'anarchy punk', u'This Moment', u'ostre granie', u'Favorite Bands', u'Hard', u'hardcore', u'2009', u'Energetic', u'ost', u'cool', u'male vocalist', u'00s', u'chicago', u'best', u'2005', u'8 of 10 stars', u'2000s', u'favorite song', u'Illinois', u'exes', u'Great Music', u'groove metal', u'new metal', u'ott', u'damn', u'awesome lyrics', u'roxor']"
36,Third Reich from the Sun,29986,187388,196000,"[u'industrial', u'industrial metal', u'metal', u'industrial rock', u'german', u'rock', u'electro-industrial', u'american', u'favorite songs', u'heavy', u'catchy', u'angry', u'Rhythmic Noise', u'essentials', u'rage', u'power noise', u'German metal', u'Hanzel und Gretyl', u'robot apocalypse', u'heavy metal', u'electronic', u'USA', u'Awesome', u'guitar', u'nineties', u'Workout', u'4', u'yes', u'Eargasm', u'aggro', u'english lyrics', u'4 of 10 stars', u'feelgood', u'german lyrics', u'fall', u'metropolis', u'United States', u'Neue Deutsche Haerte', u'blingtacular', u'better than radiohead', u'Very Good', u'NDH', u'neue deutsche h\xe4rte', u'metal industrial', u'i will be listening again', u'whee', u'baylok', u'rhythmic industrial', u'womp', u'my favourits']"
37,My World,61792,355701,257000,"[u'industrial metal', u'metal', u'industrial', u'rock', u'industrial rock', u'Soundtrack', u'german', u'Richard Kruspe', u'hard rock', u'alternative rock', u'German metal', u'Resident Evil', u'Neue Deutsche Haerte', u'emigrate', u'heavy metal', u'sexy', u'epic', u'Driving', u'amazing', u'male vocalists', u'programming', u'Rammstein', u'Favourite Songs', u'european', u'Dancing in my underwear', u'Heavy Duty Fast Metal', u'test', u'electric guitar', u'Radio', u'alternative metal', u'interesting', u'guitars', u'evil', u'movie soundtrack', u'Industrial Techno', u'neue deutsche h\xe4rte', u'current obsessions', u'genial', u'jones', u'englisch', u'my world', u'false lyrics', u'My own classics', u'resident Evil extinction', u'soulshot', u'my own sticks and stones', u'micks music', u'Rammstein dude']"
38,Wake Up,43522,247948,211000,"[u'industrial metal', u'industrial', u'german', u'metal', u'rock', u'industrial rock', u'Richard Kruspe', u'Rammstein', u'Neue Deutsche Haerte', u'emigrate', u'test', u'hardcore', u'sexy', u'Gothic', u'Awesome', u'Driving', u'deutsch', u'amazing', u'darkwave', u'not bad', u'Gothic Rock', u'3 stars', u'6 of 10 stars', u'neue deutsche h\xe4rte', u'rammstein rock', u'tanz-metal', u'stx', u'GER', u'9th evolution', u'godnota', u'9e', u'under 87665009756551896889899987854287765479831234470946568933668823144561 listeners']"
39,In My Tears,32043,175013,274000,"[u'industrial metal', u'industrial', u'rock', u'metal', u'alternative metal', u'german', u'industrial rock', u'basketball', u'motorcycle', u'Richard Kruspe', u'megalol', u'emigrate', u'alternative rock', u'heavy', u'dark', u'synth', u'deutsch', u'melancholy', u'melancholic', u'male vocalists', u'lol', u'4 Stars', u'Low', u'real', u'depressive', u'German metal', u'neue deutsche h\xe4rte', u'Ja', u'UFC', u'lucipro', u'noctemphilia', u'ski', u'makes my flesh creep', u'depression and suicide life', u'stein um stein', u'2-5 Stars', u'for fucking', u'vg duel', u'INCITY']"
40,Let Me Break,33007,166850,215000,"[u'industrial metal', u'industrial', u'industrial rock', u'rock', u'german', u'metal', u'alternative', u'hard rock', u'good shit', u'Rammstein', u'Hairgel', u'I would love to see this artist or band live one day', u'heavy metal', u'alternative rock', u'00s', u'neue deutsche h\xe4rte', u'Richard Kruspe', u'emigrate', u'love-lyrics', u'Inquisite']"
41,My World,61792,355701,257000,"[u'industrial metal', u'metal', u'industrial', u'rock', u'industrial rock', u'Soundtrack', u'german', u'Richard Kruspe', u'hard rock', u'alternative rock', u'German metal', u'Resident Evil', u'Neue Deutsche Haerte', u'emigrate', u'heavy metal', u'sexy', u'epic', u'Driving', u'amazing', u'male vocalists', u'programming', u'Rammstein', u'Favourite Songs', u'european', u'Dancing in my underwear', u'Heavy Duty Fast Metal', u'test', u'electric guitar', u'Radio', u'alternative metal', u'interesting', u'guitars', u'evil', u'movie soundtrack', u'Industrial Techno', u'neue deutsche h\xe4rte', u'current obsessions', u'genial', u'jones', u'englisch', u'my world', u'false lyrics', u'My own classics', u'resident Evil extinction', u'soulshot', u'my own sticks and stones', u'micks music', u'Rammstein dude']"
42,Emigrate,40623,215913,247000,"[u'industrial metal', u'industrial', u'industrial rock', u'rock', u'german', u'metal', u'Rammstein', u'deutsch', u'alternative metal', u'Good Metal', u'richard cruspe', u'hard rock', u'emigrate', u'indie rock', u'00s', u'Nu Metal', u'blingtacular', u'Solo Project', u'oddlyinteresting', u'GER', u'gerineng', u'rammstein guitarist', u'test', u'good', u'3 stars', u'better than radiohead', u'neue deutsche h\xe4rte', u'h', u'Richard Kruspe', u'under 87665009756551896889899987854287765479831234470946568933668823144561 listeners']"
43,Hypothetical,5837,22958,230000,"[u'marilyn manson', u'industrial metal', u'Rammstein']"
44,Get Down,7651,25681,272000,[u'alternative']
45,Eat You Alive,15989,58166,213000,"[u'metal', u'alternative', u'hard rock', u'industrial', u'industrial metal']"
46,Silent So Long,2941,10523,317000,"[u'hard rock', u'industrial metal', u'Jonathan Davis', u'industrial', u'Korn', u'Richard Kruspe']"
47,Happy Times,2723,9971,216000,[u'alternative']
48,My Pleasure,5858,23743,216000,"[u'industrial metal', u'metal', u'hard rock', u'german industrial', u'emigrate']"
49,Faust,5645,24182,222000,"[u'hard rock', u'industrial metal']"
50,Eat You Alive,15989,58166,213000,"[u'metal', u'alternative', u'hard rock', u'industrial', u'industrial metal']"
51,Kopf oder Zahl,3725,16519,248000,"[u'metal', u'Gothic', u'Gothic Rock', u'neue deutsche h\xe4rte', u'metal industrial', u'deutsch hart geil']"
52,Mann im Mond,4333,19604,316000,"[u'metal', u'Gothic', u'industrial metal', u'Gothic Rock', u'6 of 10 stars', u'neue deutsche h\xe4rte', u'metal industrial', u'deutsch hart geil']"
53,Feindbild,3938,17008,284000,"[u'metal', u'industrial', u'metal industrial', u'deutsch hart geil', u'christian alexander tietgen']"
54,Heute Nacht,6445,30001,343000,"[u'industrial metal', u'neue deutsche h\xe4rte', u'metal', u'Gothic', u'Gothic Metal', u'Gothic Rock', u'2012', u'metal industrial', u'deutsch hart geil']"
55,Ja genau,16047,104857,281000,"[u'industrial', u'german', u'metal', u'deutsch', u'rock', u'industrial metal', u'hard rock', u'neue deutsche h\xe4rte', u'megaherz', u'heavy metal', u'Gothic', u'industrial rock', u'amazing', u'Gothic Rock', u'german lyrics', u'Neue Deutsche Haerte', u'NDH', u'great title', u'deutsch hart geil']"
56,Miststück,15757,112784,210000,"[u'industrial', u'rock', u'Neue Deutsche Haerte', u'deutsch', u'german', u'industrial metal', u'ohrwurm', u'neue deutsche h\xe4rte', u'megaherz', u'hard rock', u'Gothic', u'industrial rock', u'Deutschrock', u'aggressive', u'darkwave', u'Gothic Rock', u'3 stars', u'7 of 10 stars', u'german lyrics', u'headbanging', u'NDH', u'All time favourites', u'deutsch hart geil', u'Deutscher Metal', u'Neue Deutsch Haerte', u'bwaaaahahahaha-Lied', u'christian alexander tietgen', u'Rabenschwarze']"
57,Rock Me Amadeus,16442,98485,206000,"[u'industrial', u'cover', u'german', u'metal', u'unusual covers', u'rock', u'Gothic', u'industrial metal', u'neue deutsche h\xe4rte', u'Metal cover of pop song', u'alternative', u'hard rock', u'industrial rock', u'covers', u'Gothic Metal', u'Gothic Rock', u'9 of 10 stars', u'7 of 10 stars', u'10 of 10 stars', u'german lyrics', u'NDH', u'catchy as hell', u'industrial covers', u'megaherz', u'sing in the kitchen', u'song with great changing rhythm if you turn this song on to a zebra called jindrich z podebrad it would change him his stripes for green and yellow colour and it is  scientifically proved really xd', u'Neune Deutsche Haerte']"
58,5. März,75152,386573,258000,"[u'industrial metal', u'megaherz', u'german', u'neue deutsche h\xe4rte', u'industrial', u'metal', u'deutsch', u'Gothic', u'rock', u'Neue Deutsche Haerte', u'5 Marz', u'Deutschrock', u'favorite songs', u'hard rock', u'Nu Metal', u'NDH', u'german rock', u'oomph', u'seen live', u'goth', u'Awesome', u'industrial rock', u'darkwave', u'cool', u'Gothic Rock', u'Favourites', u'5 Stars', u'pain', u'male vocals', u'Love it', u'10 of 10 stars', u'german lyrics', u'static-x', u'sad lovesongs', u'owns my soul', u'germany industrial metal', u'german metal band', u'heavy metal', u'80s', u'alternative', u'alternative rock', u'Hard', u'heavy', u'sad', u'favorites', u'Love', u'beautiful', u'90s', u'germany', u'angry']"
59,Jagdzeit,13902,68410,258000,"[u'industrial', u'metal', u'industrial metal', u'neue deutsche h\xe4rte', u'rock', u'hard rock', u'Gothic', u'industrial rock', u'german', u'Gothic Rock', u'8 of 10 stars', u'Neue Deutsche Haerte', u'german industrial', u'metal industrial', u'deutsch hart geil', u'deutsche metal']"
60,Eat You Alive,15989,58166,213000,"[u'metal', u'alternative', u'hard rock', u'industrial', u'industrial metal']"
61,Skills in Pills,25620,162648,253000,"[u'metal', u'industrial metal', u'industrial', u'symphonic metal', u'english', u'6 of 10 stars', u'lindemann']"
62,Praise Abort,28337,214022,284000,"[u'german', u'industrial metal', u'metal', u'industrial', u'deutsch', u'2015 single', u'epic', u'new', u'feminist', u'wtf', u'Rammstein', u'irony', u'shock', u'Till Lindemann', u'lindemann', u'Skills in Pills']"
63,Wildfire,137144,763136,255000,"[u'american', u'folk rock', u'country blues', u'country', u'blues', u'guitar', u'2010s', u'clapping', u'john mayer', u'pop', u'chill', u'folk', u'singer-songwriter', u'pop rock', u'upbeat', u'summer', u'blues rock', u'male vocalist', u'country pop', u'2013', u'road trip', u'letterman', u'10s', u'best of 2013', u'OneRepublic', u'palmas', u'middle', u'johnmayer', u'2013 single', u'acourstic', u'bluesfest 2014', u'justwannalisten']"
64,Until the World Goes Cold,37011,194191,321000,"[u'heavy metal', u'metalcore', u'metal', u'rock', u'Awesome', u'thrash metal', u'2015']"
65,RU486,39237,251086,262000,"[u'alternative metal', u'hard rock', u'heard live', u'Nu-metal', u'Stone Sour', u'heavy metal', u'thrash metal', u'Nu Metal', u'2010s', u'great intros', u'Awesome Drums', u'music choice: metal']"
66,Absolute Zero,97711,688106,229000,"[u'alternative metal', u'hard rock', u'rock', u'Nu-metal', u'Stone Sour', u'Nu Metal', u'wrif-fm', u'music choice: metal', u'metal', u'great lyrics', u'stoner metal', u'iowa', u'5 Stars', u'2012', u'10s', u'2010s', u'heard live', u'Metall', u'corey taylor', u'Music Choice: Rock', u'rock bryan mute song', u'favourite of 2012', u'9207', u'UltraNew']"
67,Don't Trip,3132,10288,178000,[]
68,I Want U,26713,133991,205000,"[u'trap', u'dance', u'Dreamy', u'sick', u'vocal trap', u'traplife']"
69,Surface,29577,199328,254000,"[u'trap', u'monstercat', u'chillout', u'lovedbyme', u'cocaine in the bed', u'weed in the bed', u'weed in the shower', u'lovedbyme1', u'Aero Chord']"
70,Warrior of The Night - Original Mix,2738,8921,253000,"[u'trap', u'cocaine in the bed']"
71,Mosh Pit,12460,39381,198000,"[u'electronic', u'hip hop', u'alternative', u'rap', u'electro house', u'trap']"
72,Soundclash,14812,50880,201000,[]
73,Day Ones,6896,24918,171000,"[u'colbert', u'novelist']"
74,Badman,4064,15947,159000,[]
75,Speak for Me,83845,418062,225000,"[u'acoustic', u'pop rock', u'john mayer', u'rock', u'alternative', u'folk', u'blues', u'beautiful', u'american', u'folk rock', u'8 of 10 stars', u'10s', u'born and raised', u'speak for me', u'country - indie']"
76,Shadow Days,143589,795569,235000,"[u'pop', u'rock', u'american', u'john mayer', u'alternative', u'country', u'folk', u'acoustic', u'10s', u'singer-songwriter', u'pop rock', u'calm', u'blues', u'Radio', u'Alt-country', u'male vocalists', u'Southern Rock', u'love at first listen', u'2012 single', u'2010s', u'wise', u'best of 2012', u'7 of 10 stars', u'Faves', u'chillax', u'good tunes', u'johnmayer', u'paula', u'Channel X', u'Vida', u'country music television', u'rock :-0', u'music choice: adult alternative', u'Elton Lima', u'Elton Limma', u'beanoboo', u'shadow days', u'gimme sum acoustic heart', u'johnmayer pop brazil sp shadowdays']"
77,Queen of California,128696,653964,497000,"[u'country rock', u'rock', u'john mayer', u'acoustic', u'american', u'chillout', u'alternative', u'alternative rock', u'singer-songwriter', u'Love', u'easy listening', u'adult contemporary', u'blues', u'beautiful', u'me', u'summer', u'rnb', u'folk rock', u'California', u'Southern Rock', u'10s', u'2010s', u'5 of 10 stars', u'Very good Song', u'Channel X', u'songs about California', u'pwsm - real place', u'music choice: adult alternative', u'born and raised', u'Elton Lima', u'Elton Limma', u'queen of california', u'gimme sum acoustic heart']"
78,Zwischen uns,14866,82449,217000,"[u'industrial metal', u'neue deutsche h\xe4rte', u'german industrial metal']"
79,Jekyll And Hyde,43579,303587,207000,"[u'alternative metal', u'Nu Metal', u'5 Stars', u'2010s', u'groove metal', u'Music Choice: Rock', u'groove nu metal', u'FFDP2015', u'5FDP2015']"
80,Knights of Cydonia,1012810,8825709,370000,"[u'rock', u'alternative rock', u'alternative', u'epic', u'Muse', u'Progressive rock', u'british', u'indie', u'seen live', u'indie rock', u'Awesome', u'Guitar Hero', u'space rock', u'FUCKING AWESOME', u'00s', u'favorites', u'electronic', u'britpop', u'experimental', u'Best song on the album', u'dramatic', u'Guitar Hero 3', u'UK', u'male vocalists', u'western', u'Progressive', u'amazing', u'Knights of Cydonia', u'brit rock', u'hard rock', u'intense', u'Masterpiece', u'space western', u'2006', u'Love', u'Driving', u'guitar hero III', u'epic rock', u'psychedelic', u'upbeat', u'male vocalist', u'Good Stuff', u'pop', u'anthem', u'black holes and revelations', u'crazy', u'art rock', u'modern rock', u'Favorite', u'powerful']"
81,Too Tough To Die,61240,242553,170000,"[u'heavy metal', u'metal', u'hard rock', u'Black Label Society', u'rock', u'groove metal', u'Stoner Rock', u'Southern metal', u'stoner metal', u'doom metal', u'Gothic Metal', u'zakk wylde', u'classic rock', u'heavy', u'hair metal', u'heard on Pandora', u'heavy rock', u'classic hard rock', u'biker rock', u'british rock', u'classic metal', u'true metal', u'rock metal', u'classic heavy metal', u'BLS', u'moje', u'Neuroshima', u'black sabbath family', u'tportal', u'true metal gods', u'742617000027', u'LEVAN SHANIDZE', u'levan rock', u'levanrock', u'DonMesserli Tag playlist', u'Death Bed Confession']"
82,Come To Life,151918,867251,232000,"[u'hard rock', u'rock', u'alternative rock', u'post-grunge', u'Alter Bridge', u'alternative', u'alternative metal', u'Awesome', u'american', u'00s', u'Come To Life', u'metal', u'heavy', u'favourite', u'heavy metal', u'Grunge', u'bands that are too great for my friends to understand', u'phenominal', u'chillout', u'seen live', u'Favorite Bands', u'Hard', u'Love', u'guitar', u'3', u'Sludge', u'class', u'2007', u'cool', u'good', u'modern rock', u'male vocalists', u'Workout', u'Favorite', u'Guitar Hero', u'brilliant', u'Nu Metal', u'flowing', u'9 of 10 stars', u'ok', u'FUCKING AWESOME', u'2000s', u'great voice', u'6 of 10 stars', u'american artist', u'Passion', u'sound storm', u'to buy', u'the best', u'speaker demo']"
